Conversation, ChatGPT
10,Sadness
11,Neutral
12,Neutral
13,Neutral
14,Neutral
15,Neutral
16,Surprise
17,Neutral
18,Neutral
19,Neutral
20,Neutral
21,Neutral
22,Surprise
23,Joy
1,Neutral
2,Neutral
3,Surprise
4,Neutral
5,Neutral
6,Joy
1,Anger
2,Neutral
3,Neutral
4,Neutral
5,Fear
6,Neutral
7,Fear
8,Neutral
9,Joy
10,Joy
11,Joy
1,Neutral
2,Neutral
3,Neutral
4,Joy
5,Neutral
6,Joy
7,Surprise
8,Surprise
9,Disgust
10,Joy
11,Neutral
1,Neutral
2,Joy
1,Neutral
2,Joy
3,Neutral
4,Neutral
5,Neutral
6,Neutral
7,Joy
8,Joy
9,Neutral
10,Sadness
11,Neutral
12,Joy
13,Neutral
14,Joy
15,Joy
16,Surprise
17,Neutral
1,Neutral
2,Neutral
3,Joy
4,Surprised
5,Neutral
6,Neutral
7,Sadness
8,Neutral
9,Disgust
10,Surprise
11,Disgust
12,Disgust
13,Joy
14,Joy
1,Disgust
2,Neutral
3,Fear
4,Neutral
1,Fear
2,Anger
3,Surprise
4,Disgust
5,Neutral
6,Neutral
7,Neutral
8,Neutral
9,Joy
1,Neutral
2,Neutral
3,Sadness
4,Joy
5,Surprised
6,Joy
7,Neutral
8,Joy
9,Fear
1,Joy
2,Joy
3,Neutral
4,Neutral
5,Neutral
6,Neutral
7,Neutral
8,Neutral
9,Neutral
10,Neutral
11,Neutral
12,Surprised
13,Neutral
14,Neutral
1,Fear
2,Sadness
3,Neutral
4,Neutral
5,Neutral
6,Joy
7,Joy
8,Joy
9,Neutral
10,Neutral
11,Neutral
12,Neutral
13,Neutral
14,Neutral
1,Neutral
2,Fear
1,Neutral
2,Surprised
3,Neutral
4,Joy
5,Neutral
6,Neutral
7,Neutral
8,Neutral
1,Neutral
2,Joy
3,Joy
4,Neutral
5,Surprised
6,Neutral
7,Anger
8,Neutral
9,Neutral
10,Neutral
11,Sadness
12,Neutral
13,Neutral
1,Neutral
2,Joy
3,Disgust
4,Surprise
5,Anger
6,Surprise
7,Disgust
8,Surprise
9,Neutral
10,Neutral
11,Neutral
12,Hope
13,Neutral
14,Surprise
15,Neutral
16,Surprise
1,Neutral
2,Neutral
3,Neutral
4,Neutral
1,Surprised
2,Neutral
3,Neutral
4,Neutral
5,Neutral
6,Neutral
7,Surprised
8,Neutral
9,Joy
10,Neutral
11,Neutral
12,Neutral
13,Neutral
14,Neutral
15,Neutral
16,Neutral
17,Neutral
18,Fear
19,Neutral
1,Neutral
2,Joy
3,Neutral
4,Neutral
5,Surprised
6,Neutral
7,Neutral
8,Neutral
9,Joy
10,Surprised
11,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Joy
5,Sadness
6,Neutral
7,Neutral
8,Neutral
9,Neutral
10,Surprise
11,Neutral
12,Neutral
13,Neutral
14,Anger
1,Surprised
2,Joy
3,Joy
4,Joy
5,Neutral
6,Neutral
1,Neutral
2,Joy
3,Joy
4,Neutral
5,Disgust
6,Disgust
1,Neutral
2,Joy
3,Neutral
4,Surprise
1,Anger
2,Neutral
3,Joy
4,Neutral
5,Surprised
6,Neutral
7,Anger
8,Surprise
9,Joy
10,Joy
11,Surprise
12,Surprise
1,Anger
2,Neutral
3,Surprise
4,Anger
5,Anger
6,Anger
7,Anger
8,Joy
9,Neutral
10,Neutral
11,Confusion
12,Neutral
13,Neutral
14,Neutral
15,Neutral
16,Neutral
17,Anger
18,Neutral
19,Anger
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Neutral
6,Neutral
7,Joy
8,Neutral
9,Disgust
10,Neutral
11,Neutral
12,Surprise
13,Joy
14,Neutral
15,Anger
1,Neutral
2,Surprised
3,Neutral
4,Neutral
5,Neutral
6,Surprised
7,Neutral
8,Sadness
9,Neutral
10,Neutral
11,Neutral
12,Neutral
13,Neutral
14,Sadness
15,Fear
16,Neutral
1,Neutral
2,Surprised
1,Neutral
2,Joy
3,Neutral
4,Sadness
5,Disgust
6,Surprise
7,Sadness
1,Neutral
2,Neutral
3,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Anger
5,Surprise
1,Joy
2,Surprise
3,Disgust
4,Surprise
5,Neutral
6,Neutral
7,Joy
8,Joy
9,Joy
10,Fear
11,Surprise
12,Fear
13,Joy
14,Neutral
15,Neutral
1,Neutral
2,Joy
3,Neutral
4,Joy
5,Neutral
6,Joy
7,Neutral
8,Surprise
9,Neutral
10,Anger
11,Surprise
12,Neutral
13,Joy
14,Neutral
15,Joy
16,Joy
17,Joy
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Neutral
6,Neutral
7,Neutral
8,Neutral
9,Joy
10,Joy
11,Neutral
12,Neutral
13,Sadness
14,Surprise
15,Neutral
16,Anger
17,Neutral
18,Neutral
19,Neutral
20,Neutral
21,Anger
22,Disgust
1,Joy
2,Anger
3,Neutral
4,Neutral
5,Neutral
6,Fear
7,Surprise
8,Sadness
9,Joy
10,Surprise
11,Surprise
12,Neutral
13,Neutral
14,Disgust
15,Surprise
16,Disgust
17,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Anger
5,Anger
6,Anger
7,Anger
8,Anger
9,Sadness
10,Fear
11,Anger
12,Anger
1,Neutral
2,Neutral
3,Surprise
4,Neutral
5,Neutral
6,Neutral
7,Neutral
8,Neutral
9,Neutral
10,Neutral
11,Neutral
12,Surprise
1,Neutral
2,Surprised
3,Neutral
4,Disgust
5,Anger
6,Neutral
7,Joy
8,Surprised
9,Joy
1,Neutral
2,Anger
3,Anger
4,Fear
5,Neutral
6,Neutral
7,Joy
8,Sadness
9,Fear
10,Neutral
11,Joy
12,Fear
13,Fear
14,Fear
15,Sadness
16,Neutral
17,Fear
18,Joy
19,Joy
20,Joy
21,Neutral
22,Neutral
23,Joy
24,Anger
1,Joy
2,Joy
3,Neutral
4,Surprised
5,Neutral
6,Joy
7,Neutral
8,Disgust
9,Joy
10,Joy
11,Joy
12,Joy
13,Joy
14,Joy
15,Joy
16,Anger
17,Neutral
1,Surprised
2,Neutral
3,Surprised
4,Neutral
5,Neutral
6,Neutral
7,Anger
8,Neutral
9,Fear
10,Fear
1,Neutral
2,Neutral
3,Joy
4,Neutral
5,Anger
6,Surprise
7,Neutral
8,Neutral
9,Neutral
10,Neutral
1,Joy
2,Joy
3,Neutral
4,Neutral
5,Joy
6,Neutral
7,Joy
8,Surprise
9,Joy
10,Neutral
1,Neutral
2,Neutral
3,Anger
4,Neutral
5,Neutral
6,Neutral
7,Neutral
8,Joy
9,Neutral
1,Neutral
2,Joy
3,Neutral
4,Surprise
5,Joy
6,Neutral
7,Neutral
8,Neutral
9,Disgust
10,Surprise
11,Neutral
1,Joy
2,Disgust
3,Neutral
4,Surprised
5,Joy
6,Anger
7,Neutral
8,Sadness
1,Disgust
2,Neutral
3,Joy
4,Neutral
5,Neutral
6,Joy
7,Neutral
8,Surprise
9,Joy
10,Anger
11,Neutral
12,Surprise
13,Neutral
1,Neutral
2,Surprised
3,Neutral
4,Joy
1,Neutral
2,Fear
3,Neutral
4,Neutral
5,Surprised
6,Neutral
7,Neutral
8,Neutral
9,Joy
10,Surprised
11,Sadness
12,Neutral
1,Surprised
2,Neutral
3,Joy
4,Neutral
5,Joy
6,Sadness
7,Joy
8,Joy
9,Surprise
10,Joy
11,Fear
12,Neutral
13,Neutral
14,Neutral
15,Fear
1,Anger
2,Joy
3,Neutral
4,Surprise
1,Neutral
2,Neutral
3,Neutral
4,Surprise
5,Sadness
6,Neutral
7,Anger
1,Surprise
2,Anger
3,Neutral
4,Neutral
5,Disgust
6,Fear
7,Anger
8,Anger
9,Joy
1,Neutral
2,Neutral
1,- Neutral
2,- Neutral
3,- Fear
4,- Neutral
5,- Neutral
6,- Neutral
7,- Neutral
8,- Neutral
1,Neutral
2,Joy
3,Joy
4,Neutral
5,Neutral
6,Neutral
7,Surprised
8,Neutral
9,Neutral
10,Neutral
11,Surprised
12,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Disgust
6,Anger
7,Surprise
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Neutral
6,Neutral
7,Joy
8,Joy
9,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Surprise
5,Joy
1,Neutral
2,Fear
3,Neutral
4,Surprise
5,Fear
6,Surprise
1,Neutral
2,Surprise
3,Joy
4,Surprise
5,Joy
6,Sadness
7,Neutral
8,Neutral
1,Neutral
2,Neutral
3,Surprise
4,Neutral
5,Joy
6,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Joy
5,Neutral
6,Neutral
7,Joy
8,Surprise
9,Neutral
10,Neutral
11,Neutral
12,Sadness
13,Neutral
14,Neutral
15,Sadness
16,Sadness
17,Surprise
1,Neutral
2,Neutral
3,Anger
4,Sadness
5,Fear
6,Neutral
7,Neutral
8,Joy
9,Disgust
10,Anger
11,Joy
1,Neutral
2,Joy
3,Anger
4,Neutral
1,Fear
2,Neutral
3,Surprise
4,Surprise
5,Joy
6,Neutral
7,Sadness
1,Neutral
2,Neutral
3,Neutral
4,Surprise
5,Neutral
1,Neutral
2,Neutral
3,Surprise
4,Surprise
5,Neutral
6,Neutral
7,Neutral
8,Neutral
9,Joy
10,Surprise
11,Surprise
1,Neutral
2,Neutral
3,Neutral
4,Sadness
5,Joy
6,Neutral
7,Neutral
8,Joy
9,Neutral
10,Joy
1,Neutral
2,Joy
3,Neutral
4,Fear
1,Anger
2,Neutral
3,Joy
4,Neutral
5,Surprise
6,Surprise
7,Neutral
8,Neutral
9,Disgust
10,Surprise
11,Anger
12,Disgust
13,Disgust
14,Joy
1,Anger
2,Anger
3,Disgust
4,Neutral
1,Neutral
2,Disgust
3,Neutral
4,Joy
5,Neutral
6,Fear
7,Fear
8,Surprise
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Anger
6,Fear
7,Disgust
8,Sadness
9,Neutral
10,Surprise
11,Neutral
12,Joy
13,Neutral
14,Joy
15,Neutral
16,Neutral
1,Joy
2,Surprised
3,Neutral
4,Neutral
5,Joy
6,Fear
7,Surprised
8,Anger
9,Neutral
10,Joy
11,Neutral
12,Neutral
13,Surprised
14,Neutral
15,Joy
16,Joy
17,Neutral
18,Neutral
1,Neutral
2,Surprised
3,Neutral
4,Neutral
5,Joy
1,Neutral
2,Neutral
3,Neutral
4,Surprise
5,Joy
1,Neutral
2,Neutral
3,Neutral
4,Joy
5,Neutral
6,Neutral
7,Surprise
8,Anger
9,Neutral
10,Neutral
11,Neutral
12,Joy
13,Neutral
14,Joy
15,Joy
16,Neutral
17,Neutral
18,Anger
19,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Neutral
6,Neutral
7,Neutral
8,Surprise
9,Disgust
10,Fear
11,Neutral
12,Neutral
13,Neutral
1,Joy
2,Neutral
3,Surprise
4,Joy
5,Neutral
6,Neutral
7,Joy
8,Joy
1,Neutral
2,Surprise
3,Neutral
4,Surprise
5,Neutral
6,Surprise
7,Joy
8,Surprise
9,Neutral
10,Joy
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Joy
6,Joy
7,Neutral
8,Neutral
9,Joy
10,Joy
1,Joy
2,Neutral
3,Joy
4,Neutral
5,Joy
6,Neutral
7,Joy
1,Neutral
2,Neutral
3,Joy
4,Joy
5,Joy
6,Sadness
7,Sadness
8,Disgust
9,Neutral
10,Joy
11,Neutral
12,Neutral
13,Sadness
14,Neutral
15,Anger
16,Surprise
17,Fear
18,Fear
19,Neutral
20,Surprise
21,Neutral
1,Neutral
2,Surprised
3,Neutral
4,Anger
5,Joy
6,Joy
1,Joy
2,Neutral
3,Joy
4,Neutral
5,Neutral
6,Sadness
7,Fear
8,Neutral
9,Surprise
10,Neutral
11,Neutral
12,Neutral
13,Neutral
14,Fear
15,Neutral
16,Disgust
17,Anger
18,Anger
1,Neutral
2,Neutral
3,Anger
4,Sadness
5,Disgust
1,Fear
2,Disgust
3,Sadness
4,Neutral
5,Sadness
6,Neutral
7,Sadness
8,Neutral
9,Joy
10,Neutral
11,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Joy
5,Joy
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Anger
6,Surprise
7,Fear
8,Surprise
1,Neutral
2,Neutral
3,Sadness
4,Neutral
5,Joy
6,Neutral
7,Neutral
8,Surprise
1,Fear
2,Neutral
3,Sadness
4,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Anger
5,Anger
6,Neutral
1,Neutral
2,Neutral
3,Joy
4,Neutral
5,Sadness
6,Neutral
7,Frustration
8,Surprise
9,Disagreement
10,Neutral
11,Neutral
12,Neutral
13,Neutral
1,Neutral
2,Joy
3,Surprise
4,Joy
5,Neutral
6,Neutral
7,Neutral
8,Neutral
9,Neutral
10,Neutral
11,Neutral
12,Neutral
13,Neutral
14,Neutral
1,Neutral
2,Joy
3,Anger
4,Neutral
5,Anger
6,Surprise
7,Sadness
1,Neutral
2,Fear
3,Disgust
4,Neutral
5,Joy
6,Surprise
7,Surprise
8,Sadness
9,Joy
10,Sadness
11,Joy
12,Fear
13,Disgust
14,Disgust
15,Neutral
16,Joy
1,Neutral
2,Anger
3,Neutral
4,Neutral
5,Anger
6,Neutral
7,Anger
8,Neutral
9,Surprise
10,Neutral
11,Anger
1,Joy
2,Neutral
3,Neutral
4,Neutral
5,Sadness
6,Neutral
7,Sadness
8,Neutral
9,Sadness
10,Neutral
11,Neutral
12,Joy
1,Neutral
2,Joy
3,Neutral
4,Neutral
5,Joy
6,Surprise
7,Surprise
8,Neutral
9,Surprise
1,Joy
2,Anger
3,Joy
4,Neutral
5,Joy
6,Anger
7,Neutral
8,Neutral
9,Neutral
10,Sadness
11,Neutral
12,Neutral
13,Anger
1,Neutral
2,Fear
3,Fear
4,Anger
5,Anger
1,Neutral
2,Neutral
3,Neutral
4,Joy
5,Neutral
6,Joy
7,Joy
8,Joy
9,Neutral
10,Joy
1,Neutral
2,Sadness
3,Sadness
4,Disgust
5,Sadness
6,Neutral
7,Neutral
8,Neutral
9,Neutral
10,Joy
11,Anger
12,Neutral
13,Neutral
14,Neutral
15,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Neutral
6,Neutral
7,Neutral
8,Neutral
9,Neutral
10,Surprised
11,Neutral
12,Surprised
13,Neutral
14,Neutral
15,Neutral
16,Neutral
17,Surprise
18,Joy
1,Neutral
2,Sadness
3,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Sadness
6,Neutral
7,Fear
8,Neutral
9,Sadness
10,Neutral
11,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Neutral
6,Neutral
7,Neutral
8,Neutral
9,Surprise
10,Neutral
1,Neutral
2,Neutral
3,Surprised
4,Neutral
5,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Sadness
5,Surprise
6,Joy
7,Joy
8,Joy
1,Neutral
2,Neutral
3,Joy
4,Neutral
5,Neutral
6,Neutral
7,Surprised
8,Neutral
9,Neutral
10,Neutral
11,Neutral
12,Neutral
13,Neutral
14,Surprised
15,Neutral
16,Neutral
17,Surprised
1,Neutral
2,Neutral
3,Neutral
4,Joy
5,Surprised
6,Joy
1,Neutral
2,Neutral
3,Surprise
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Neutral
6,Joy
7,Joy
8,Surprise
1,Neutral
2,Joy
1,Neutral
2,Neutral
3,Disgust
4,Joy
5,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Surprise
6,Joy
1,Surprised
2,Neutral
3,Neutral
4,Neutral
5,Neutral
6,Neutral
7,Neutral
8,Surprised
9,Anger
10,Neutral
11,Neutral
12,Neutral
13,Disgust
14,Sadness
15,Neutral
16,Neutral
17,Surprised
18,Neutral
19,Neutral
1,Neutral
2,Sadness
3,Neutral
4,Anger
5,Neutral
6,Neutral
7,Joy
8,Neutral
9,Neutral
10,Fear
11,Fear
12,Sadness
13,Sadness
1,Neutral
2,Surprised
3,Neutral
4,Surprised
5,Neutral
6,Neutral
7,Surprise
8,Neutral
9,Neutral
10,Neutral
11,Neutral
12,Neutral
1,Neutral
2,Neutral
3,Anger
4,Surprise
5,Anger
6,Surprise
7,Neutral
8,Neutral
9,Surprise
10,Neutral
11,Fear
12,Neutral
13,Fear
14,Surprise
15,Neutral
16,Neutral
17,Sadness
18,Surprise
19,Sadness
20,Fear
21,Neutral
1,Neutral
2,Neutral
3,Fear
4,Joy
1,Fear
2,Neutral
3,Anger
4,Sadness
1,Neutral
2,Joy
3,Neutral
4,Joy
5,Surprise
6,Neutral
7,Neutral
8,Neutral
9,Neutral
10,Sadness
11,Neutral
12,Neutral
13,Neutral
14,Anger
15,Neutral
1,Surprised
2,Neutral
3,Neutral
4,Neutral
5,Neutral
6,Neutral
7,Surprised
8,Sadness
9,Sadness
10,Neutral
1,Sadness
2,Neutral
3,Neutral
4,Neutral
5,Neutral
6,Surprise
7,Surprise
8,Neutral
9,Disgust
10,Neutral
11,Anger
12,Surprise
13,Anger
1,Joy
2,Neutral
3,Anger
4,Surprised
5,Anger
6,Surprised
7,Sadness
8,Anger
9,Neutral
1,Neutral
2,Neutral
3,Joy
4,Joy
5,Joy
6,Surprise
7,Joy
8,Neutral
9,Joy
10,Joy
11,Neutral
12,Joy
13,Neutral
1,Neutral
2,Neutral
3,Surprise
4,Neutral
5,Neutral
6,Fear
7,Neutral
8,Joy
9,Surprise
10,Neutral
11,Sadness
12,Neutral
1,Joy
2,Neutral
3,Joy
1,Neutral
2,Neutral
3,Fear
4,Neutral
5,Surprised
6,Surprised
7,Neutral
1,Joy
2,Surprised
3,Neutral
4,Joy
5,Neutral
6,Joy
7,Neutral
8,Joy
9,Joy
10,Neutral
1,Neutral
2,Joy
3,Neutral
4,Neutral
5,Neutral
6,Sadness
7,Surprise
8,Neutral
9,Anger
10,Disgust
11,Neutral
12,Sadness
13,Neutral
14,Neutral
15,Sadness
16,Sadness
17,Neutral
18,Joy
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Fear
6,Surprise
1,Neutral
2,Neutral
1,Neutral
2,Neutral
3,Surprise
4,Joy
5,Surprise
6,Neutral
7,Neutral
8,Anger
9,Disgust
10,Disgust
11,Neutral
1,Neutral
2,Neutral
3,Surprised
4,Neutral
5,Sadness
6,Fear
7,Fear
8,Fear
9,Joy
10,Joy
1,Joy
2,Joy
3,Neutral
4,Surprise
5,Joy
6,Joy
7,Neutral
8,Joy
9,Joy
10,Neutral
11,Joy
12,Neutral
13,Surprise
14,Neutral
15,Surprise
16,Neutral
17,Surprise
18,Joy
19,Joy
20,Joy
1,Neutral
2,Concern
3,Sadness
1,Neutral
2,Joy
3,Neutral
4,Joy
5,Surprise
6,Neutral
7,Joy
8,Neutral
9,Neutral
10,Anger
11,Surprise
12,Sadness
13,Fear
1,Neutral
2,Neutral
3,Surprise
4,Neutral
5,Joy
6,Anger
7,Surprise
8,Neutral
9,Neutral
10,Anger
11,Neutral
12,Anger
13,Neutral
14,Neutral
15,Neutral
1,Neutral
2,Surprise
3,Neutral
1,Surprise
2,Neutral
3,Anger
4,Surprise
5,Disgust
6,Neutral
7,Anger
8,Neutral
9,Neutral
10,Sadness
11,Sadness
12,Neutral
1,Joy
2,Neutral
3,Neutral
4,Neutral
5,Surprised
6,Neutral
7,Joy
8,Surprised
1,Neutral
2,Neutral
3,Joy
4,Joy
5,Sadness
6,Joy
7,Neutral
8,Joy
9,Neutral
1,Neutral
2,Surprised
3,Sadness
4,Neutral
5,Neutral
6,Neutral
7,Joy
8,Surprise
9,Anger
10,Neutral
1,Joy
2,Neutral
3,Joy
4,Neutral
5,Neutral
6,Surprise
7,Disgust
8,Surprise
1,Surprised
2,Neutral
3,Joy
4,Neutral
5,Surprised
6,Neutral
7,Neutral
8,Disgust
9,Neutral
10,Sadness
11,Surprised
12,Neutral
1,Neutral
2,Neutral
3,Joy
4,Neutral
5,Neutral
6,Neutral
7,Neutral
8,Neutral
9,Neutral
10,Surprise
1,Neutral
2,Neutral
3,Surprise
4,Neutral
5,Neutral
6,Joy
7,Joy
8,Sadness
9,Sadness
10,Anger
11,Neutral
1,Neutral
2,Neutral
3,Surprise
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Neutral
6,Neutral
7,Neutral
8,Neutral
9,Neutral
10,Neutral
11,Joy
12,Neutral
13,Neutral
14,Neutral
15,Neutral
16,Neutral
17,Joy
18,Neutral
19,Neutral
20,Neutral
1,Neutral
2,Neutral
3,Surprise
4,Surprise
5,Joy
6,Neutral
7,Neutral
8,Neutral
9,Disgust
10,Surprise
11,Surprise
12,Joy
13,Fear
1,Anger
2,Neutral
3,Fear
4,Surprised
5,Neutral
1,Neutral
2,Sadness
3,Sadness
4,Anger
5,Anger
6,Anger
7,Anger
8,Neutral
9,Anger
10,Neutral
11,Joy
12,Disgust
13,Joy
14,Neutral
15,Neutral
16,Joy
1,Neutral
2,Joy
3,Joy
4,Neutral
5,Neutral
6,Joy
7,Joy
8,Neutral
9,Neutral
10,Joy
11,Neutral
12,Joy
13,Joy
14,Joy
15,Sadness
16,Neutral
17,Neutral
18,Surprise
19,Surprise
20,Joy
1,Joy
2,Neutral
3,Neutral
4,Joy
5,Joy
6,Neutral
7,Sadness
8,Neutral
9,Neutral
10,Joy
11,Anger
12,Surprised
13,Neutral
14,Surprised
15,Neutral
16,Surprised
17,Anger
18,Anger
19,Neutral
20,Neutral
21,Neutral
22,Surprised
1,Neutral
2,Neutral
3,Joy
4,Neutral
5,Neutral
6,Neutral
7,Surprise
8,Joy
9,Joy
10,Surprise
11,Neutral
12,Surprise
13,Fear
14,Surprise
1,Joy
2,Joy
3,Joy
4,Joy
5,Neutral
6,Surprise
1,Sadness
2,Neutral
3,Joy
4,Surprise
5,Neutral
6,Neutral
7,Neutral
8,Neutral
9,Joy
10,Joy
1,Neutral
2,Neutral
3,Anger
4,Anger
5,Surprise
6,Neutral
1,Fear
2,Neutral
3,Neutral
4,Neutral
5,Joy
6,Surprise
7,Anger
8,Neutral
9,Sarcasm
10,Neutral
11,Sadness
12,Surprise
13,Anger
14,Joy
15,Surprise
1,Joy
2,Neutral
3,Joy
4,Neutral
5,Surprise
6,Neutral
7,Neutral
8,Neutral
1,Anger
2,Neutral
3,Joy
4,Joy
5,Joy
6,Neutral
7,Joy
1,Neutral
2,Neutral
3,Sadness
4,Anger
5,Joy
6,Disgust
7,Joy
8,Surprise
1,Neutral
2,Joy
3,Joy
4,Neutral
5,Disgust
6,Surprised
7,Sadness
8,Neutral
1,Neutral
2,Sadness
1,Neutral
2,Neutral
3,Joy
4,Disgust
5,Neutral
6,Neutral
7,Surprise
8,Surprise
9,Sadness
10,Neutral
11,Neutral
12,Anger
13,Neutral
14,Sadness
15,Anger
16,Joy
17,Neutral
18,Neutral
19,Fear
20,Joy
1,Anger
2,Joy
3,Surprise
1,Joy
2,Surprise
3,Neutral
4,Neutral
5,Neutral
6,Neutral
7,Neutral
8,Neutral
1,Neutral
2,Neutral
3,Joy
4,Neutral
5,Surprise
6,Neutral
7,Joy
1,Neutral
2,Joy
3,Joy
4,Joy
5,Neutral
6,Neutral
7,Joy
8,Joy
9,Neutral
10,Surprised
11,Surprised
12,Joy
1,Neutral
2,Anger
3,Surprised
4,Neutral
5,Anger
6,Anger
7,Anger
8,Joy
9,Joy
10,Joy
1,Neutral
2,Neutral
3,Joy
4,Fear
5,Sadness
6,Fear
7,Neutral
8,Surprise
9,Joy
10,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Neutral
6,Surprise
7,Neutral
8,Surprise
9,Joy
10,Surprise
11,Neutral
12,Neutral
13,Neutral
14,Neutral
15,Anger
1,Joy
2,Surprised
3,Neutral
4,Neutral
5,Joy
6,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Neutral
6,Surprise
7,Neutral
8,Neutral
9,Surprise
10,Neutral
11,Neutral
12,Neutral
13,Neutral
14,Neutral
1,Neutral
2,Neutral
3,Joy
4,Surprised
5,Joy
6,Joy
7,Joy
1,Neutral
2,Surprised
3,Neutral
4,Surprised
5,Fear
6,Neutral
7,Neutral
8,Anger
9,Disgust
10,Anger
11,Surprised
12,Anger
13,Anger
14,Anger
15,Anger
16,Sadness
17,Anger
18,Neutral
19,Anger
1,Surprise
2,Neutral
3,Surprise
4,Joy
5,Neutral
6,Neutral
7,Neutral
8,Neutral
9,Neutral
10,Neutral
11,Neutral
12,Joy
13,Neutral
14,Neutral
15,Neutral
16,Neutral
17,Neutral
18,Neutral
19,Neutral
20,Neutral
1,Neutral
2,Neutral
3,Surprise
4,Neutral
5,Neutral
6,Joy
7,Disgust
8,Neutral
9,Neutral
10,Neutral
11,Joy
12,Surprise
13,Surprise
14,Sadness
15,Disgust
16,Surprise
1,Neutral
2,Neutral
3,Surprise
4,Anger
5,Anger
6,Anger
7,Neutral
8,Joy
9,Joy
10,Joy
11,Neutral
12,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Surprise
6,Anger
7,Neutral
8,Neutral
9,Surprise
10,Joy
11,Surprise
12,Fear
13,Fear
14,Sadness
1,Neutral
2,Neutral
3,Neutral
4,Fear
5,Surprise
6,Sadness
7,Neutral
8,Anger
9,Neutral
10,Fear
1,Neutral
2,Joy
3,Joy
4,Neutral
5,Anger
1,Surprised
2,Neutral
3,Sadness
4,Surprised
5,Neutral
6,Surprised
7,Surprised
8,Neutral
9,Joy
10,Neutral
11,Neutral
1,Joy
2,Sadness
3,Neutral
4,Neutral
1,Neutral
2,Neutral
3,Neutral
4,Neutral
5,Sadness
6,Neutral
7,Neutral
8,Neutral
9,Neutral
