Conversacion,Original_Label,DeepSeek,,
|I knew that was him!|,Statement Opinion,Statement Opinion,,
"|Anyway I just, uh, I think it's for the best.|",Statement Opinion,Statement Opinion,,
"|Hey, you ok?|",Question,Question,,
|I guess.|,Answer,Acknowledge,,
|There was hum... there was another reason that I thought it was time to end it with Joey.|,Statement Non Opinion,Statement Non Opinion,,
|I started to realize that I was having feelings for someone else.|,Statement Opinion,Statement Non Opinion,,
"|Ok Geller. Last day of the conference, you know what happens to the keynote speaker.|",Statement Non Opinion,Statement Non Opinion,,
"|Oh, professor Clerk we're kind of in the middle of a conversation, here.|",Statement Non Opinion,Statement Non Opinion,,
"|Yeah, can you guys just throw him in the pool later?|",Question,Question,,
|Or we could throw you both in|,Statement Opinion,Command,,
"|Ok, gentlemen!|",Others,Command,,
|Please!|,Others,Command,,
|Aren't we a little old for this?|,Statement Opinion,Question,,
"|I mean, we're scientists, right?|",Statement Opinion,Statement Opinion,,
|We're academics.|,Statement Non Opinion,Statement Opinion,,
|And most importantly I... you-you will have to catch us first.|,Statement Non Opinion,Statement Opinion,,
"|GO, GO, GO!|",Command,Command,,
"|Go, go, go!|",Command,Command,,
"|Oh yeah, now everybody wants to be under this hat!|",Statement Opinion,Statement Opinion,,
|Oy!!|,Others,Backchannel,,
|What's with all this sand?|,Question,Question,,
"|Oh, yeah, Bob said there might be flood damage.|",Statement Non Opinion,Answer,,
"|Yeah, either that, or he has a really big cat.|",Statement Opinion,Statement Opinion,,
"|Okay, see that blind guy right there? I'm gonna bash his head in later.|",Statement Non Opinion,Command,,
"|Oh umm, my big scene is coming up. Big scene coming up.|",Statement Non Opinion,Statement Non Opinion,,
"|If you said, ""Big lima bean, bubbling up."" Would she understand the difference?|",Question,Question,,
|Rach? What are you doing?|,Question,Question,,
"|Oh boy, I just can't watch. It's too scary!|",Statement Opinion,Statement Opinion,,
|It's a diaper commercial.|,Statement Non Opinion,Statement Non Opinion,,
"|Oh yeah well, you know me, babies, responsibilities, ahhh!!!|",Statement Non Opinion,Statement Opinion,,
|Pizza delivery!|,Others,Statement Non Opinion,,
|I'll get it! I will get that!|,Statement Non Opinion,Command,,
|Hi!|,Greeting,Greeting,,
|Hi!|,Greeting,Greeting,,
"|Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?|",Question,Question,,
"|Uhh, the ball thing.|",Answer,Statement Non Opinion,,
|Yeah?|,Backchannel,Backchannel,,
"|Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!|",Question,Statement Opinion,,
"|Uhh,|",Answer,Backchannel,,
|Okay!|,Agreement,Acknowledge,,
|Uh-oh.|,Backchannel,Acknowledge,,
|What?|,Question,Question,,
|I have to pee. And Rachel's in the bathroom!|,Answer,Statement Non Opinion,,
"|Man, I didn't think we were gonna make it!|",Statement Opinion,Statement Opinion,,
"|I know! Don't switch hands, okay?|",Statement Opinion,Command,,
|Hey.|,Greeting,Greeting,,
|Hey!|,Greeting,Greeting,,
|How did it go with Erin?|,Question,Question,,
"|Oh, unbelievable! We had the best time!|",Statement Non Opinion,Statement Opinion,,
"|Yay!! Oh so, you're not, you're not mad at us anymore?|",Question,Question,,
|No!|,Answer,Answer,,
|No!|,Answer,Answer,,
|No!|,Answer,Answer,,
|You guys were totally right!|,Statement Opinion,Agreement,,
|This is so much better than the first time we went out.|,Statement Opinion,Statement Opinion,,
|Y'know?|,Others,Backchannel,,
"|That was so awkward, we were really nervous.|",Statement Opinion,Statement Non Opinion,,
|Didn't you sleep together?|,Question,Question,,
"|Yeah, that really calms me down.|",Answer,Statement Opinion,,
|And!|,Backchannel,Backchannel,,
|We have so much in common!|,Statement Non Opinion,Statement Opinion,,
"|She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well that's a|",Statement Non Opinion,Statement Opinion,,
"|Oh my God! Listen to you talkin' about having kids. Oh my Joey. Oh, please don't get married before I do.|",Statement Opinion,Statement Opinion,,
|Okay.|,Agreement,Acknowledge,,
|How does she do that?|,Question,Question,,
|I cannot sleep in a public place.|,Statement Opinion,Statement Non Opinion,,
|Would you look at her? She is so peaceful.|,Question,Statement Opinion,,
|Oh! What what what! ...Hi.|,Greeting,Greeting,,
"|It's okay, y'know, you just nodded off again.|",Statement Non Opinion,Acknowledge,,
|What's going on with you?|,Question,Question,,
|I got no sleep last night!|,Answer,Statement Non Opinion,,
|Why?|,Question,Question,,
"|My grandmother has this new boyfriend, and they're both kind of insecure in bed.|",Answer,Statement Non Opinion,,
"|Oh, and deaf.|",Others,Statement Non Opinion,,
"|So they're constantly, like, having to reassure each other that they're having a good time.|",Statement Non Opinion,Statement Non Opinion,,
|You have no idea how loud they are!|,Statement Non Opinion,Statement Opinion,,
"|Well, if you want, you can stay with Rachel and me tonight.|",Statement Opinion,Statement Opinion,,
|Thanks.|,Greeting,Acknowledge,,
|Ew! What is that? Something exploded!|,Question,Question,,
"|It's just her water breaking. Calm down, will you?|",Answer,Command,,
"|Water breaking, what do you mean? What's that, water breaking?|",Question,Question,,
"|Breathe, breathe, breathe.|",Others,Command,,
"|Are you insane? I mean Joey, is going to kill you, he's actually going to kill you dead.|",Statement Opinion,Question,,
|Okay! You don't think I thought of that?|,Statement Non Opinion,Disagreement,,
|How can you not know which one?|,Question,Question,,
|I mean that's unbelievable.|,Statement Opinion,Statement Opinion,,
"|I mean, was it Gina?|",Question,Question,,
|Which one is Gina?|,Question,Question,,
"|Dark, big hair, with the airplane earrings.|",Answer,Statement Non Opinion,,
"|No, no, no, that's Dina.|",Statement Non Opinion,Disagreement,,
"|You see you can't tell which one is which either, dwha!!|",Agreement,Statement Opinion,,
"|I don't know, you thought 'See you Saturday' was funny.|",Statement Non Opinion,Statement Non Opinion,,
"|Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.|",Statement Opinion,Statement Opinion,,
|You guys would never want to go to a lecture with me.|,Statement Non Opinion,Statement Opinion,,
|Pa-haa!! I would love to go with you.|,Statement Opinion,Agreement,,
|Really!?|,Question,Question,,
"|Yeah, hey I-I have clothes, I even pick them out.|",Answer,Statement Non Opinion,,
"|I mean for, for all you know I could be a fashion..... monger.|",Statement Non Opinion,Statement Opinion,,
"|Okay. Honey, I would love for you to go with me. What?|",Statement Opinion,Statement Opinion,,
"|What should I wear, now I'm all nervous.|",Question,Question,,
"| I know, we did it!! Hey, that was incredible, huh?!|",Statement Opinion,Statement Opinion,,
"|I know, it was amazing! I mean, we totally nailed it, it was beautiful.|",Agreement,Statement Opinion,,
"| Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.|",Statement Non Opinion,Acknowledge,,
"|Oh well, okay, good luck.|",Greeting,Acknowledge,,
| Yeah.|,Others,Backchannel,,
|Unless you wanna practice the Foxtrot again? Or-or the Tango?|,Statement Opinion,Question,,
"| Ahh, thanks but no. You see I-I think I'm ready to dance with girls.|",Statement Opinion,Statement Opinion,,
|Okay.|,Agreement,Acknowledge,,
|Yeah.|,Backchannel,Backchannel,,
|Go get 'em Treeger.|,Command,Command,,
"| Right. Hey, ahh, you wanna come? Marge has a girlfriend.|",Question,Question,,
|Really?|,Backchannel,Question,,
"| Yeah, you could dance real good with her, she's the same size as me.|",Answer,Statement Non Opinion,,
"|No, I'm good.|",Disagreement,Disagreement,,
"|Oh God, this is so nerve wracking! How-how do you do this?|",Question,Statement Opinion,,
"|Well, unfortunately, I don't get many callbacks so|",Answer,Statement Non Opinion,,
|Is it a good sign that they asked us to hang around after the audition?|,Question,Question,,
|Who knows?|,Statement Non Opinion,Statement Non Opinion,,
"|Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.|",Statement Non Opinion,Command,,
|Yes!! I knew it!! Bye-bye! So long! Later!|,Greeting,Statement Opinion,,
|Oh this is great! I might actually get to play Ben's dad!|,Statement Non Opinion,Statement Opinion,,
|Yeah!|,Backchannel,Acknowledge,,
"|Actually, that can't happen.|",Disagreement,Statement Non Opinion,,
"|Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.|",Statement Opinion,Statement Non Opinion,,
|So it'll be either you two or you two.|,Statement Opinion,Statement Non Opinion,,
"|Man, this is gonna be kinda weird.|",Disagreement,Statement Opinion,,
"|Yeah, it is.|",Agreement,Agreement,,
"|No, we-we're gonna be like best friends, that's why it's gonna be weird.|",Statement Opinion,Statement Opinion,,
"|Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.|",Statement Opinion,Statement Non Opinion,,
"|Okay, all right, all right, all right! Okay! Okay, here's something, here's something blue and new.|",Agreement,Acknowledge,,
|Please!|,Others,Command,,
|Are you kidding?|,Question,Question,,
"|I-I hurt three huge men, I gave a guy a bloody nose--I mean I-I'm not proud of it but, I really am.|",Statement Non Opinion,Statement Opinion,,
"|And it's all because of you, wonderful, amazing you.|",Statement Opinion,Statement Opinion,,
|I think you've got concussion.|,Statement Opinion,Statement Opinion,,
"|No, no, I'm serious. Thank you.|",Disagreement,Agreement,,
|You're welcome. I'm sorry. Did I hurt you?|,Question,Apology,,
"|It's worth the pain. Y'know what, you know what? It's not.|",Answer,Statement Opinion,,
|Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.|,Statement Opinion,Statement Opinion,,
"|I do! Want a hint? huh? ""I do"" ""I do"".|",Statement Non Opinion,Answer,,
"|Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.|",Statement Opinion,Statement Non Opinion,,
|David is going to propose to Phoebe.|,Statement Non Opinion,Statement Non Opinion,,
|What? Why?|,Question,Question,,
"|Chandler, we have talked about this.|",Statement Non Opinion,Statement Non Opinion,,
|You are not supposed to give people advice!|,Command,Command,,
|Now couldn't you just have made some sort of inappropriate joke?|,Statement Opinion,Statement Opinion,,
|I|,Others,Acknowledge,,
|They've only been going out for a few weeks and Phoebe is completely hung up on Mike!|,Statement Non Opinion,Statement Non Opinion,,
"|She'll say ""No"", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone|",Statement Opinion,Statement Opinion,,
"|Man, that's some|",Others,Backchannel,,
"|Oh, that's not what you want...|",Statement Non Opinion,Disagreement,,
"|This is my father, Paul Stevens. Dad, this is Ross Geller.|",Statement Non Opinion,Statement Non Opinion,,
|It-it's great to meet you Paul.|,Greeting,Greeting,,
|I usually prefer Elizabeth's boyfriends to address me as Mr. Stevens.|,Statement Opinion,Statement Opinion,,
"|Of course, of course, Mr. Stevens.|",Agreement,Acknowledge,,
"|So Ross, what your problem?|",Question,Question,,
|Eh-wh--Excuse me?|,Answer,Question,,
|Why can't you get a girlfriend your own age?|,Question,Question,,
|That's funny. Umm.... It's not funny.|,Answer,Disagreement,,
|I|,Others,Others,,
|Okay.|,Others,Acknowledge,,
"|I can, I can see that.|",Statement Non Opinion,Acknowledge,,
"|Umm, but I think if you give me umm, one chance I can, I can change your mind.|",Statement Opinion,Statement Opinion,,
|Okay.|,Agreement,Acknowledge,,
|What?|,Question,Question,,
|Okay. I'll give you one chance to change my mind. You got one minute.|,Answer,Command,,
|Daddy!|,Others,Statement Non Opinion,,
"|Oh well, it's not on TV yet.|",Statement Non Opinion,Statement Non Opinion,,
"|Well, then it's not on the wall yet.|",Statement Non Opinion,Statement Non Opinion,,
"|Okay, fine, I will bring you a tape, huh?|",Statement Non Opinion,Agreement,,
"|So umm, now do you have any of Matt Lauer's clothes here? Maybe? Just ones that haven't been cleaned yet?|",Question,Question,,
|Ooooohh!|,Others,Backchannel,,
"|Oh yeah, I'm sure. And all of a sudden his hands weren't the problem anymore.|",Statement Opinion,Statement Opinion,,
|Was it...?|,Question,Question,,
"|Oh, boy scouts could have camped under there.|",Answer,Statement Opinion,,
"|""Ooo,"" what?|",Question,Question,,
|Uma Thurman.|,Answer,Statement Non Opinion,,
|Oh!|,Others,Acknowledge,,
|The actress!|,Statement Non Opinion,Statement Non Opinion,,
|Thanks Rach.|,Greeting,Acknowledge,,
|So what are you gonna do?|,Question,Question,,
|You have to tell her!|,Statement Opinion,Command,,
|You have to tell her!|,Statement Opinion,Command,,
"|It's your moral obligation, as a friend, as a woman, I think it's a feminist issue!|",Statement Opinion,Statement Opinion,,
|Guys?|,Others,Question,,
|Guys?|,Others,Question,,
"|Oh, yeah, you have to tell her.|",Agreement,Agreement,,
|Feminist issue. That's where I went!|,Statement Non Opinion,Statement Opinion,,
|She is gonna hate me.|,Statement Opinion,Statement Opinion,,
"|Yeah, well...|",Others,Acknowledge,,
|Will you marry me?|,Question,Question,,
|It's the big night! We wanted to wish you good luck!|,Statement Non Opinion,Statement Non Opinion,,
"|Yeah, yeah you have the ring?|",Question,Question,,
"|Yeah, right here in my pocket. Pheebs?|",Answer,Answer,,
|Oh! Oop!|,Others,Acknowledge,,
"|Okay, now will you guys get out of here? I want this is to be a surprise and she's gonna know.|",Statement Opinion,Command,,
|Yeah-yeah you guys. Get out of here!|,Agreement,Command,,
|Hi guys.|,Greeting,Greeting,,
|You are beautiful.|,Statement Opinion,Statement Opinion,,
"|Oh, thank you! What's going on?|",Question,Acknowledge,,
|We're just really...very excited about this charity event that we have to go to.|,Answer,Statement Non Opinion,,
"|Okay umm, Ross?|",Others,Greeting,,
"|I'm-I'm really warm, so I'm going to be taking off my sweater.|",Statement Non Opinion,Statement Non Opinion,,
"|Now, I'm just letting you know that this is|",Statement Non Opinion,Statement Non Opinion,,
|Yep! That's hilarious!|,Statement Opinion,Agreement,,
|I'm sorry. I'm done. I'm done.|,Apology,Apology,,
"|Y'know, last night was embarrassing for you too.|",Statement Non Opinion,Statement Opinion,,
"|No, not really. I mean you've seen me naked hundreds of times.|",Disagreement,Disagreement,,
|Uh-huh. But it was a first for the rest of my building.|,Statement Non Opinion,Statement Opinion,,
"|Okay. All right, that's true! But y'know I just don't embarrass that easily.|",Statement Opinion,Agreement,,
|What?! You totally get embarrassed!|,Question,Disagreement,,
"|No, I don't! Ross, I think I'm just a more secure person than you are.|",Answer,Disagreement,,
|Is that so?|,Question,Question,,
|Yeah.|,Answer,Acknowledge,,
|Hey lady! I don't care how much you want it! Okay?! I am|,Statement Non Opinion,Command,,
|I can't believe it!|,Statement Non Opinion,Statement Opinion,,
|I did it!|,Statement Non Opinion,Statement Non Opinion,,
|I rode a bike!|,Statement Non Opinion,Statement Non Opinion,,
|I never thought I'd be able to do that!|,Statement Opinion,Statement Opinion,,
|Thank you Ross.|,Greeting,Acknowledge,,
"|Oh hey, don't thank me, thank yourself. You're the one who faced her fears and ultimately overcame them.|",Statement Non Opinion,Acknowledge,,
"|Hey, both you guys should be up there with me.|",Statement Opinion,Command,,
"|I mean, you two are-are my... I mean, I'm lucky to have just one good|",Statement Non Opinion,Statement Opinion,,
|Thanks man.|,Acknowledge,Acknowledge,,
|I gotta go check something over here.|,Statement Non Opinion,Statement Non Opinion,,
|What a baby.|,Statement Non Opinion,Statement Opinion,,
|Total wuss!|,Others,Statement Opinion,,
"|Okay, we have a lot of options here, a number of prototypes for you to try on.|",Statement Non Opinion,Statement Non Opinion,,
|Wow! This looks great!|,Acknowledge,Statement Opinion,,
"|Yeah! Okay, this one is a mushroom cap. Umm, this one is made of bologna.|",Statement Non Opinion,Statement Non Opinion,,
|And-and-and-and-and the toothpicks?|,Statement Non Opinion,Question,,
|You kissed another woman!|,Statement Non Opinion,Statement Non Opinion,,
|Call it even?!|,Others,Question,,
|Okay!|,Others,Agreement,,
"|Well, I'm gonna go get these in some water.|",Statement Non Opinion,Statement Non Opinion,,
|Wait you stole those from these people's wedding?|,Question,Question,,
"|No-no, I took them from the hotel lobby.|",Answer,Answer,,
"|Yeah, they think they can charge me for some dirty movie and a bag of Mashuga nuts, they got another think coming.|",Statement Non Opinion,Statement Opinion,,
|Hey!|,Greeting,Greeting,,
|My sweater!|,Statement Non Opinion,Statement Non Opinion,,
|I've been looking for this for like a month!|,Statement Non Opinion,Statement Non Opinion,,
|Oh my God!!|,Others,Acknowledge,,
|Oh my God!|,Others,Acknowledge,,
|Happy?! Is that what I'm supposed to be Vic? Happy?|,Question,Disagreement,,
"|Well, why don't you tell me what you're supposed to be!|",Question,Question,,
|Huh?|,Backchannel,Backchannel,,
|Because I sure as hell can't figure it out!|,Statement Non Opinion,Statement Non Opinion,,
|I talk to you and nothin'.|,Statement Non Opinion,Statement Non Opinion,,
"|You look at me, and it's nothin'.|",Statement Non Opinion,Statement Non Opinion,,
|Nothing.|,Others,Statement Non Opinion,,
"|Tasty! I'm really starting to feel like you guys have a history, it's-it's nice.|",Statement Opinion,Statement Opinion,,
|I have a question about this scene.|,Statement Non Opinion,Question,,
|Yes?|,Agreement,Backchannel,,
"|Well, I don't understand why Adrienne's attracted to Victor.|",Question,Question,,
"|Peel the onion. First of all, he's good looking.|",Answer,Answer,,
|Yeah.|,Agreement,Agreement,,
|I think my character's gonna need a little bit more of reason than that.|,Statement Opinion,Statement Opinion,,
"|Oh, hey, how about this one.|",Statement Non Opinion,Statement Non Opinion,,
"|Ah, it's says so in the script!|",Statement Non Opinion,Statement Non Opinion,,
"|Y'know ah, I-I don't know why my character likes you either, I mean it says in the script here that you're a bitch.|",Statement Non Opinion,Statement Opinion,,
|It doesn't say that in the script.|,Statement Non Opinion,Disagreement,,
|It does in mine!|,Statement Non Opinion,Disagreement,,
|I can't|,Disagreement,Statement Non Opinion,,
|Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.|,Statement Opinion,Statement Opinion,,
|Y'know who has a great video camera?|,Question,Question,,
|Greg and Jenny?|,Answer,Answer,,
|Do you still wanna call 'em? I wanna call 'em.|,Question,Question,,
|Let's call 'em.|,Answer,Agreement,,
|Yeah! Ask them if they brought their friends any souvenirs!|,Statement Non Opinion,Command,,
|Hello? Eighth street deli?|,Greeting,Greeting,,
"|Hey, hang up! You get food poisoning just talkin' to that place.|",Statement Non Opinion,Command,,
"|Uh sorry, wrong number.|",Apology,Apology,,
|Here you go.|,Statement Non Opinion,Statement Non Opinion,,
|Hello? It's the deli again!|,Statement Non Opinion,Greeting,,
|All right! I'll have a sandwich!|,Statement Non Opinion,Command,,
|I don't think this number's right!|,Statement Opinion,Statement Opinion,,
|Oh come on!!|,Others,Disagreement,,
