Text,DS_emotion
"|1.  - Joey - What time is it?  I think it's supposed to run around midnight, right?  God, this is great, isn't it, Carla?  Look at this night we got here, huh. 2. - Joey - . Actually I want to get a little further up the coast, get away from all like the lights and the people, but...  How are you doing? 3. - Fey - . Fine. 4. - Joey - . Okay.  Is that, is that-- 5. - Joey - . No.  That's just foam.  I don't know.  I can't tell. 6. - Fey - . [BREATHING] 7. - Joey - . I don't know, probably if you can't tell, though, it's probably not them, right?  It's probably going to be like this unmistakable thing, right? 8. - Joey - . Oh no.  you know what I forgot? 9. - Fey - . What? 10. - Joey - . My flashlight.  God, how could I be so stupid?  I can't believe I forgot my flashlight. 11. - Fey - . What flashlight? 12. - Joey - . The flashlight, the silver one.  There's only one, isn't there? 13. - Fey - . That's not your flashlight. 14. - Joey - . Whose is it? 15. - Fey - . It's ours; it's my flashlight too. 16. - Joey - . Oh...well. Yeah, of course. 17. - Fey - . You keep saying my flashlight like it's just yours. 18. - Joey - . No. 19. - Fey - . How's that supposed to make me feel? 20. - Joey - . Of course, our flashlight.  What's yours is mine.  Me flashlight es su flashlight. 21. - Joey - . Naturally.  God, how could we not think to bring it?  I hope the moon stays out, though. 22. - Joey - . Do they always run during a full moon?  I don't remember.  Was it full last year? 23. - Fey - . Yeah. 24. - Joey - . Huh.  Are you cold?  Do you want my jacket?  No?  you know, we should have brought the blanket?  Our blanket. 25. - Joey - . Aw.  Do you know, I should have brought a six pack, too.  A six pack, that would be just the ticket right about now.  Huh? 26. - Joey - . God, I'm so excited, I'm like a kid.  I can't believe I got out of the house with my fly zipped up. 27. - Fey - . [LAUGHTER] 28. - Joey - . I wonder if they can hear me talk or like feel the vibrations in the sand when we move around. 29. - Fey - . I'm cold. 30. - Joey - . Do you want my jacket? 31. - Fey - . It's after eleven, let's go. 32. - Joey - . What?  We just got here.  What's the point of coming all the way down here if we just turn around and go home? 33. - Fey - . There is no point. 34. - Joey - . Right. 35. - Fey - . That's my point. 36. - Joey - . Wait, that's my point, too. 37. - Fey - . Well, then let's go. 38. - Joey - . No, no.  Okay.  That's not my point.  My point is there is no point in coming down here if we just turn around and go home.  Don't you want to see it? 39. - Fey - . Not particularly. 40. - Joey - . Why not? 41. - Fey - . I just don't.  It's stupid. 42. - Joey - . Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this.  It's just forty minutes away for us; it's too good to pass up. 43. - Fey - . Pass what up?  I mean these fish swim out of the ocean, they flop around on the beach, they swim away and then they die. 44. - Joey - . Yeah.  But this..this moment on the beach is like the highlight of their little lives.  All that flopping around is laying eggs or what to do - spawning or mating or whatever. 45. - Joey - . This is a big night for these little guys.  It's like life's last orgy. 46. - Fey - . I don't see why you're so excited; this isn't a freaking moon landing we are talking about.  It's fish.  It's a fish nobody even eats. 47. - Joey - . Yeah they do. 48. - Fey - . Oh Augie 49. - Joey - . okay... well, Whatever.  But it's a fish who do something no other fish do.  It's like those swallows returning to Capistrano or like those lemmings that throw themselves off the cliffs. 50. - Joey - . There's like mystery here, there's magic.  It's like a little bit of the unexplainable.  I just can't see how you're not interested. 51. - Fey - . I'm just not. 52. - Joey - . For real? 53. - Fey - . Yeah. 54. - Joey - . God, I don't get it.  you know the first time we came here, you said it was the best night of your life? 55. - Joey - . And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car. 56. - Fey - . Last time, you'll also remember, we got our shoes wet, I got sand in my panties, you got a sore throat and we got into a big fight and we did not see the grunions. 57. - Joey - . Ahh...we weren't in a good spot. 58. - Fey - . Hmm.  We didn't see them the year before either. 59. - Joey - . We just weren't in a good spot.  I'm telling you, this is a much better spot.  I have instincts for these things. 60. - Joey - . Look there, see?  What's that?  No, that's - that's just seaweed. 61. - Joey - . God, this is great.  Think about this.  I know you are not interested, but just think about this. 62. - Joey - . Right now out there, there is this mass of silver fish and it's heading this way.  No one sent them an invitation, no one told them, no one even gave them a map. 63. - Joey - . Just all at once, they turned and they formed this line as long as the California coast.  And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming. 64. - Joey - . They are swimming right now.  They are swimming as if that is the only thing that matters to them. 65. - Joey - . It's single mindedness with no mind.  It is urgency that is just pure urge. 66. - Joey - . And they are swimming right now to this very point where we stand for this huge celebration of sex and death. 67. - Joey - . Oh look.  I'm giving myself goose bumps, my hairs are standing up on my arm. 68. - Fey - . That's the wind. 69. - Joey - . So what do you think? 70. - Fey - . About what? 71. - Joey - . About all of that, about all I was talking about.|",
31,"`[5, 7]`"
"|1.  - Joey - What time is it?  I think it's supposed to run around midnight, right?  God, this is great, isn't it, Carla?  Look at this night we got here, huh. 2. - Joey - . Actually I want to get a little further up the coast, get away from all like the lights and the people, but...  How are you doing? 3. - Fey - . Fine. 4. - Joey - . Okay.  Is that, is that-- 5. - Joey - . No.  That's just foam.  I don't know.  I can't tell. 6. - Fey - . [BREATHING] 7. - Joey - . I don't know, probably if you can't tell, though, it's probably not them, right?  It's probably going to be like this unmistakable thing, right? 8. - Joey - . Oh no.  you know what I forgot? 9. - Fey - . What? 10. - Joey - . My flashlight.  God, how could I be so stupid?  I can't believe I forgot my flashlight. 11. - Fey - . What flashlight? 12. - Joey - . The flashlight, the silver one.  There's only one, isn't there? 13. - Fey - . That's not your flashlight. 14. - Joey - . Whose is it? 15. - Fey - . It's ours; it's my flashlight too. 16. - Joey - . Oh...well. Yeah, of course. 17. - Fey - . You keep saying my flashlight like it's just yours. 18. - Joey - . No. 19. - Fey - . How's that supposed to make me feel? 20. - Joey - . Of course, our flashlight.  What's yours is mine.  Me flashlight es su flashlight. 21. - Joey - . Naturally.  God, how could we not think to bring it?  I hope the moon stays out, though. 22. - Joey - . Do they always run during a full moon?  I don't remember.  Was it full last year? 23. - Fey - . Yeah. 24. - Joey - . Huh.  Are you cold?  Do you want my jacket?  No?  you know, we should have brought the blanket?  Our blanket. 25. - Joey - . Aw.  Do you know, I should have brought a six pack, too.  A six pack, that would be just the ticket right about now.  Huh? 26. - Joey - . God, I'm so excited, I'm like a kid.  I can't believe I got out of the house with my fly zipped up. 27. - Fey - . [LAUGHTER] 28. - Joey - . I wonder if they can hear me talk or like feel the vibrations in the sand when we move around. 29. - Fey - . I'm cold. 30. - Joey - . Do you want my jacket? 31. - Fey - . It's after eleven, let's go. 32. - Joey - . What?  We just got here.  What's the point of coming all the way down here if we just turn around and go home? 33. - Fey - . There is no point. 34. - Joey - . Right. 35. - Fey - . That's my point. 36. - Joey - . Wait, that's my point, too. 37. - Fey - . Well, then let's go. 38. - Joey - . No, no.  Okay.  That's not my point.  My point is there is no point in coming down here if we just turn around and go home.  Don't you want to see it? 39. - Fey - . Not particularly. 40. - Joey - . Why not? 41. - Fey - . I just don't.  It's stupid. 42. - Joey - . Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this.  It's just forty minutes away for us; it's too good to pass up. 43. - Fey - . Pass what up?  I mean these fish swim out of the ocean, they flop around on the beach, they swim away and then they die. 44. - Joey - . Yeah.  But this..this moment on the beach is like the highlight of their little lives.  All that flopping around is laying eggs or what to do - spawning or mating or whatever. 45. - Joey - . This is a big night for these little guys.  It's like life's last orgy. 46. - Fey - . I don't see why you're so excited; this isn't a freaking moon landing we are talking about.  It's fish.  It's a fish nobody even eats. 47. - Joey - . Yeah they do. 48. - Fey - . Oh Augie 49. - Joey - . okay... well, Whatever.  But it's a fish who do something no other fish do.  It's like those swallows returning to Capistrano or like those lemmings that throw themselves off the cliffs. 50. - Joey - . There's like mystery here, there's magic.  It's like a little bit of the unexplainable.  I just can't see how you're not interested. 51. - Fey - . I'm just not. 52. - Joey - . For real? 53. - Fey - . Yeah. 54. - Joey - . God, I don't get it.  you know the first time we came here, you said it was the best night of your life? 55. - Joey - . And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car. 56. - Fey - . Last time, you'll also remember, we got our shoes wet, I got sand in my panties, you got a sore throat and we got into a big fight and we did not see the grunions. 57. - Joey - . Ahh...we weren't in a good spot. 58. - Fey - . Hmm.  We didn't see them the year before either. 59. - Joey - . We just weren't in a good spot.  I'm telling you, this is a much better spot.  I have instincts for these things. 60. - Joey - . Look there, see?  What's that?  No, that's - that's just seaweed. 61. - Joey - . God, this is great.  Think about this.  I know you are not interested, but just think about this. 62. - Joey - . Right now out there, there is this mass of silver fish and it's heading this way.  No one sent them an invitation, no one told them, no one even gave them a map. 63. - Joey - . Just all at once, they turned and they formed this line as long as the California coast.  And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming. 64. - Joey - . They are swimming right now.  They are swimming as if that is the only thing that matters to them. 65. - Joey - . It's single mindedness with no mind.  It is urgency that is just pure urge. 66. - Joey - . And they are swimming right now to this very point where we stand for this huge celebration of sex and death. 67. - Joey - . Oh look.  I'm giving myself goose bumps, my hairs are standing up on my arm. 68. - Fey - . That's the wind. 69. - Joey - . So what do you think? 70. - Fey - . About what? 71. - Joey - . About all of that, about all I was talking about.|","    - ""It's after eleven,"" → **Statement Non Opinion (5)**  "
"    - ""let's go",""" → **Command (7)**"
"|1.  - Joey - What time is it?  I think it's supposed to run around midnight, right?  God, this is great, isn't it, Carla?  Look at this night we got here, huh. 2. - Joey - . Actually I want to get a little further up the coast, get away from all like the lights and the people, but...  How are you doing? 3. - Fey - . Fine. 4. - Joey - . Okay.  Is that, is that-- 5. - Joey - . No.  That's just foam.  I don't know.  I can't tell. 6. - Fey - . [BREATHING] 7. - Joey - . I don't know, probably if you can't tell, though, it's probably not them, right?  It's probably going to be like this unmistakable thing, right? 8. - Joey - . Oh no.  you know what I forgot? 9. - Fey - . What? 10. - Joey - . My flashlight.  God, how could I be so stupid?  I can't believe I forgot my flashlight. 11. - Fey - . What flashlight? 12. - Joey - . The flashlight, the silver one.  There's only one, isn't there? 13. - Fey - . That's not your flashlight. 14. - Joey - . Whose is it? 15. - Fey - . It's ours; it's my flashlight too. 16. - Joey - . Oh...well. Yeah, of course. 17. - Fey - . You keep saying my flashlight like it's just yours. 18. - Joey - . No. 19. - Fey - . How's that supposed to make me feel? 20. - Joey - . Of course, our flashlight.  What's yours is mine.  Me flashlight es su flashlight. 21. - Joey - . Naturally.  God, how could we not think to bring it?  I hope the moon stays out, though. 22. - Joey - . Do they always run during a full moon?  I don't remember.  Was it full last year? 23. - Fey - . Yeah. 24. - Joey - . Huh.  Are you cold?  Do you want my jacket?  No?  you know, we should have brought the blanket?  Our blanket. 25. - Joey - . Aw.  Do you know, I should have brought a six pack, too.  A six pack, that would be just the ticket right about now.  Huh? 26. - Joey - . God, I'm so excited, I'm like a kid.  I can't believe I got out of the house with my fly zipped up. 27. - Fey - . [LAUGHTER] 28. - Joey - . I wonder if they can hear me talk or like feel the vibrations in the sand when we move around. 29. - Fey - . I'm cold. 30. - Joey - . Do you want my jacket? 31. - Fey - . It's after eleven, let's go. 32. - Joey - . What?  We just got here.  What's the point of coming all the way down here if we just turn around and go home? 33. - Fey - . There is no point. 34. - Joey - . Right. 35. - Fey - . That's my point. 36. - Joey - . Wait, that's my point, too. 37. - Fey - . Well, then let's go. 38. - Joey - . No, no.  Okay.  That's not my point.  My point is there is no point in coming down here if we just turn around and go home.  Don't you want to see it? 39. - Fey - . Not particularly. 40. - Joey - . Why not? 41. - Fey - . I just don't.  It's stupid. 42. - Joey - . Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this.  It's just forty minutes away for us; it's too good to pass up. 43. - Fey - . Pass what up?  I mean these fish swim out of the ocean, they flop around on the beach, they swim away and then they die. 44. - Joey - . Yeah.  But this..this moment on the beach is like the highlight of their little lives.  All that flopping around is laying eggs or what to do - spawning or mating or whatever. 45. - Joey - . This is a big night for these little guys.  It's like life's last orgy. 46. - Fey - . I don't see why you're so excited; this isn't a freaking moon landing we are talking about.  It's fish.  It's a fish nobody even eats. 47. - Joey - . Yeah they do. 48. - Fey - . Oh Augie 49. - Joey - . okay... well, Whatever.  But it's a fish who do something no other fish do.  It's like those swallows returning to Capistrano or like those lemmings that throw themselves off the cliffs. 50. - Joey - . There's like mystery here, there's magic.  It's like a little bit of the unexplainable.  I just can't see how you're not interested. 51. - Fey - . I'm just not. 52. - Joey - . For real? 53. - Fey - . Yeah. 54. - Joey - . God, I don't get it.  you know the first time we came here, you said it was the best night of your life? 55. - Joey - . And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car. 56. - Fey - . Last time, you'll also remember, we got our shoes wet, I got sand in my panties, you got a sore throat and we got into a big fight and we did not see the grunions. 57. - Joey - . Ahh...we weren't in a good spot. 58. - Fey - . Hmm.  We didn't see them the year before either. 59. - Joey - . We just weren't in a good spot.  I'm telling you, this is a much better spot.  I have instincts for these things. 60. - Joey - . Look there, see?  What's that?  No, that's - that's just seaweed. 61. - Joey - . God, this is great.  Think about this.  I know you are not interested, but just think about this. 62. - Joey - . Right now out there, there is this mass of silver fish and it's heading this way.  No one sent them an invitation, no one told them, no one even gave them a map. 63. - Joey - . Just all at once, they turned and they formed this line as long as the California coast.  And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming. 64. - Joey - . They are swimming right now.  They are swimming as if that is the only thing that matters to them. 65. - Joey - . It's single mindedness with no mind.  It is urgency that is just pure urge. 66. - Joey - . And they are swimming right now to this very point where we stand for this huge celebration of sex and death. 67. - Joey - . Oh look.  I'm giving myself goose bumps, my hairs are standing up on my arm. 68. - Fey - . That's the wind. 69. - Joey - . So what do you think? 70. - Fey - . About what? 71. - Joey - . About all of that, about all I was talking about.|",
32,"`[2, 5, 2]`"
"|1.  - Joey - What time is it?  I think it's supposed to run around midnight, right?  God, this is great, isn't it, Carla?  Look at this night we got here, huh. 2. - Joey - . Actually I want to get a little further up the coast, get away from all like the lights and the people, but...  How are you doing? 3. - Fey - . Fine. 4. - Joey - . Okay.  Is that, is that-- 5. - Joey - . No.  That's just foam.  I don't know.  I can't tell. 6. - Fey - . [BREATHING] 7. - Joey - . I don't know, probably if you can't tell, though, it's probably not them, right?  It's probably going to be like this unmistakable thing, right? 8. - Joey - . Oh no.  you know what I forgot? 9. - Fey - . What? 10. - Joey - . My flashlight.  God, how could I be so stupid?  I can't believe I forgot my flashlight. 11. - Fey - . What flashlight? 12. - Joey - . The flashlight, the silver one.  There's only one, isn't there? 13. - Fey - . That's not your flashlight. 14. - Joey - . Whose is it? 15. - Fey - . It's ours; it's my flashlight too. 16. - Joey - . Oh...well. Yeah, of course. 17. - Fey - . You keep saying my flashlight like it's just yours. 18. - Joey - . No. 19. - Fey - . How's that supposed to make me feel? 20. - Joey - . Of course, our flashlight.  What's yours is mine.  Me flashlight es su flashlight. 21. - Joey - . Naturally.  God, how could we not think to bring it?  I hope the moon stays out, though. 22. - Joey - . Do they always run during a full moon?  I don't remember.  Was it full last year? 23. - Fey - . Yeah. 24. - Joey - . Huh.  Are you cold?  Do you want my jacket?  No?  you know, we should have brought the blanket?  Our blanket. 25. - Joey - . Aw.  Do you know, I should have brought a six pack, too.  A six pack, that would be just the ticket right about now.  Huh? 26. - Joey - . God, I'm so excited, I'm like a kid.  I can't believe I got out of the house with my fly zipped up. 27. - Fey - . [LAUGHTER] 28. - Joey - . I wonder if they can hear me talk or like feel the vibrations in the sand when we move around. 29. - Fey - . I'm cold. 30. - Joey - . Do you want my jacket? 31. - Fey - . It's after eleven, let's go. 32. - Joey - . What?  We just got here.  What's the point of coming all the way down here if we just turn around and go home? 33. - Fey - . There is no point. 34. - Joey - . Right. 35. - Fey - . That's my point. 36. - Joey - . Wait, that's my point, too. 37. - Fey - . Well, then let's go. 38. - Joey - . No, no.  Okay.  That's not my point.  My point is there is no point in coming down here if we just turn around and go home.  Don't you want to see it? 39. - Fey - . Not particularly. 40. - Joey - . Why not? 41. - Fey - . I just don't.  It's stupid. 42. - Joey - . Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this.  It's just forty minutes away for us; it's too good to pass up. 43. - Fey - . Pass what up?  I mean these fish swim out of the ocean, they flop around on the beach, they swim away and then they die. 44. - Joey - . Yeah.  But this..this moment on the beach is like the highlight of their little lives.  All that flopping around is laying eggs or what to do - spawning or mating or whatever. 45. - Joey - . This is a big night for these little guys.  It's like life's last orgy. 46. - Fey - . I don't see why you're so excited; this isn't a freaking moon landing we are talking about.  It's fish.  It's a fish nobody even eats. 47. - Joey - . Yeah they do. 48. - Fey - . Oh Augie 49. - Joey - . okay... well, Whatever.  But it's a fish who do something no other fish do.  It's like those swallows returning to Capistrano or like those lemmings that throw themselves off the cliffs. 50. - Joey - . There's like mystery here, there's magic.  It's like a little bit of the unexplainable.  I just can't see how you're not interested. 51. - Fey - . I'm just not. 52. - Joey - . For real? 53. - Fey - . Yeah. 54. - Joey - . God, I don't get it.  you know the first time we came here, you said it was the best night of your life? 55. - Joey - . And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car. 56. - Fey - . Last time, you'll also remember, we got our shoes wet, I got sand in my panties, you got a sore throat and we got into a big fight and we did not see the grunions. 57. - Joey - . Ahh...we weren't in a good spot. 58. - Fey - . Hmm.  We didn't see them the year before either. 59. - Joey - . We just weren't in a good spot.  I'm telling you, this is a much better spot.  I have instincts for these things. 60. - Joey - . Look there, see?  What's that?  No, that's - that's just seaweed. 61. - Joey - . God, this is great.  Think about this.  I know you are not interested, but just think about this. 62. - Joey - . Right now out there, there is this mass of silver fish and it's heading this way.  No one sent them an invitation, no one told them, no one even gave them a map. 63. - Joey - . Just all at once, they turned and they formed this line as long as the California coast.  And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming. 64. - Joey - . They are swimming right now.  They are swimming as if that is the only thing that matters to them. 65. - Joey - . It's single mindedness with no mind.  It is urgency that is just pure urge. 66. - Joey - . And they are swimming right now to this very point where we stand for this huge celebration of sex and death. 67. - Joey - . Oh look.  I'm giving myself goose bumps, my hairs are standing up on my arm. 68. - Fey - . That's the wind. 69. - Joey - . So what do you think? 70. - Fey - . About what? 71. - Joey - . About all of that, about all I was talking about.|","    - ""What?"" → **Question (2)**  "
"    - ""We just got here",""" → **Statement Non Opinion (5)**"
"|1.  - Joey - What time is it?  I think it's supposed to run around midnight, right?  God, this is great, isn't it, Carla?  Look at this night we got here, huh. 2. - Joey - . Actually I want to get a little further up the coast, get away from all like the lights and the people, but...  How are you doing? 3. - Fey - . Fine. 4. - Joey - . Okay.  Is that, is that-- 5. - Joey - . No.  That's just foam.  I don't know.  I can't tell. 6. - Fey - . [BREATHING] 7. - Joey - . I don't know, probably if you can't tell, though, it's probably not them, right?  It's probably going to be like this unmistakable thing, right? 8. - Joey - . Oh no.  you know what I forgot? 9. - Fey - . What? 10. - Joey - . My flashlight.  God, how could I be so stupid?  I can't believe I forgot my flashlight. 11. - Fey - . What flashlight? 12. - Joey - . The flashlight, the silver one.  There's only one, isn't there? 13. - Fey - . That's not your flashlight. 14. - Joey - . Whose is it? 15. - Fey - . It's ours; it's my flashlight too. 16. - Joey - . Oh...well. Yeah, of course. 17. - Fey - . You keep saying my flashlight like it's just yours. 18. - Joey - . No. 19. - Fey - . How's that supposed to make me feel? 20. - Joey - . Of course, our flashlight.  What's yours is mine.  Me flashlight es su flashlight. 21. - Joey - . Naturally.  God, how could we not think to bring it?  I hope the moon stays out, though. 22. - Joey - . Do they always run during a full moon?  I don't remember.  Was it full last year? 23. - Fey - . Yeah. 24. - Joey - . Huh.  Are you cold?  Do you want my jacket?  No?  you know, we should have brought the blanket?  Our blanket. 25. - Joey - . Aw.  Do you know, I should have brought a six pack, too.  A six pack, that would be just the ticket right about now.  Huh? 26. - Joey - . God, I'm so excited, I'm like a kid.  I can't believe I got out of the house with my fly zipped up. 27. - Fey - . [LAUGHTER] 28. - Joey - . I wonder if they can hear me talk or like feel the vibrations in the sand when we move around. 29. - Fey - . I'm cold. 30. - Joey - . Do you want my jacket? 31. - Fey - . It's after eleven, let's go. 32. - Joey - . What?  We just got here.  What's the point of coming all the way down here if we just turn around and go home? 33. - Fey - . There is no point. 34. - Joey - . Right. 35. - Fey - . That's my point. 36. - Joey - . Wait, that's my point, too. 37. - Fey - . Well, then let's go. 38. - Joey - . No, no.  Okay.  That's not my point.  My point is there is no point in coming down here if we just turn around and go home.  Don't you want to see it? 39. - Fey - . Not particularly. 40. - Joey - . Why not? 41. - Fey - . I just don't.  It's stupid. 42. - Joey - . Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this.  It's just forty minutes away for us; it's too good to pass up. 43. - Fey - . Pass what up?  I mean these fish swim out of the ocean, they flop around on the beach, they swim away and then they die. 44. - Joey - . Yeah.  But this..this moment on the beach is like the highlight of their little lives.  All that flopping around is laying eggs or what to do - spawning or mating or whatever. 45. - Joey - . This is a big night for these little guys.  It's like life's last orgy. 46. - Fey - . I don't see why you're so excited; this isn't a freaking moon landing we are talking about.  It's fish.  It's a fish nobody even eats. 47. - Joey - . Yeah they do. 48. - Fey - . Oh Augie 49. - Joey - . okay... well, Whatever.  But it's a fish who do something no other fish do.  It's like those swallows returning to Capistrano or like those lemmings that throw themselves off the cliffs. 50. - Joey - . There's like mystery here, there's magic.  It's like a little bit of the unexplainable.  I just can't see how you're not interested. 51. - Fey - . I'm just not. 52. - Joey - . For real? 53. - Fey - . Yeah. 54. - Joey - . God, I don't get it.  you know the first time we came here, you said it was the best night of your life? 55. - Joey - . And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car. 56. - Fey - . Last time, you'll also remember, we got our shoes wet, I got sand in my panties, you got a sore throat and we got into a big fight and we did not see the grunions. 57. - Joey - . Ahh...we weren't in a good spot. 58. - Fey - . Hmm.  We didn't see them the year before either. 59. - Joey - . We just weren't in a good spot.  I'm telling you, this is a much better spot.  I have instincts for these things. 60. - Joey - . Look there, see?  What's that?  No, that's - that's just seaweed. 61. - Joey - . God, this is great.  Think about this.  I know you are not interested, but just think about this. 62. - Joey - . Right now out there, there is this mass of silver fish and it's heading this way.  No one sent them an invitation, no one told them, no one even gave them a map. 63. - Joey - . Just all at once, they turned and they formed this line as long as the California coast.  And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming. 64. - Joey - . They are swimming right now.  They are swimming as if that is the only thing that matters to them. 65. - Joey - . It's single mindedness with no mind.  It is urgency that is just pure urge. 66. - Joey - . And they are swimming right now to this very point where we stand for this huge celebration of sex and death. 67. - Joey - . Oh look.  I'm giving myself goose bumps, my hairs are standing up on my arm. 68. - Fey - . That's the wind. 69. - Joey - . So what do you think? 70. - Fey - . About what? 71. - Joey - . About all of that, about all I was talking about.|","    - ""What's the point of coming all the way down here if we just turn around and go home?"" → **Question (2)**  "
"|1.  - Joey - What time is it?  I think it's supposed to run around midnight, right?  God, this is great, isn't it, Carla?  Look at this night we got here, huh. 2. - Joey - . Actually I want to get a little further up the coast, get away from all like the lights and the people, but...  How are you doing? 3. - Fey - . Fine. 4. - Joey - . Okay.  Is that, is that-- 5. - Joey - . No.  That's just foam.  I don't know.  I can't tell. 6. - Fey - . [BREATHING] 7. - Joey - . I don't know, probably if you can't tell, though, it's probably not them, right?  It's probably going to be like this unmistakable thing, right? 8. - Joey - . Oh no.  you know what I forgot? 9. - Fey - . What? 10. - Joey - . My flashlight.  God, how could I be so stupid?  I can't believe I forgot my flashlight. 11. - Fey - . What flashlight? 12. - Joey - . The flashlight, the silver one.  There's only one, isn't there? 13. - Fey - . That's not your flashlight. 14. - Joey - . Whose is it? 15. - Fey - . It's ours; it's my flashlight too. 16. - Joey - . Oh...well. Yeah, of course. 17. - Fey - . You keep saying my flashlight like it's just yours. 18. - Joey - . No. 19. - Fey - . How's that supposed to make me feel? 20. - Joey - . Of course, our flashlight.  What's yours is mine.  Me flashlight es su flashlight. 21. - Joey - . Naturally.  God, how could we not think to bring it?  I hope the moon stays out, though. 22. - Joey - . Do they always run during a full moon?  I don't remember.  Was it full last year? 23. - Fey - . Yeah. 24. - Joey - . Huh.  Are you cold?  Do you want my jacket?  No?  you know, we should have brought the blanket?  Our blanket. 25. - Joey - . Aw.  Do you know, I should have brought a six pack, too.  A six pack, that would be just the ticket right about now.  Huh? 26. - Joey - . God, I'm so excited, I'm like a kid.  I can't believe I got out of the house with my fly zipped up. 27. - Fey - . [LAUGHTER] 28. - Joey - . I wonder if they can hear me talk or like feel the vibrations in the sand when we move around. 29. - Fey - . I'm cold. 30. - Joey - . Do you want my jacket? 31. - Fey - . It's after eleven, let's go. 32. - Joey - . What?  We just got here.  What's the point of coming all the way down here if we just turn around and go home? 33. - Fey - . There is no point. 34. - Joey - . Right. 35. - Fey - . That's my point. 36. - Joey - . Wait, that's my point, too. 37. - Fey - . Well, then let's go. 38. - Joey - . No, no.  Okay.  That's not my point.  My point is there is no point in coming down here if we just turn around and go home.  Don't you want to see it? 39. - Fey - . Not particularly. 40. - Joey - . Why not? 41. - Fey - . I just don't.  It's stupid. 42. - Joey - . Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this.  It's just forty minutes away for us; it's too good to pass up. 43. - Fey - . Pass what up?  I mean these fish swim out of the ocean, they flop around on the beach, they swim away and then they die. 44. - Joey - . Yeah.  But this..this moment on the beach is like the highlight of their little lives.  All that flopping around is laying eggs or what to do - spawning or mating or whatever. 45. - Joey - . This is a big night for these little guys.  It's like life's last orgy. 46. - Fey - . I don't see why you're so excited; this isn't a freaking moon landing we are talking about.  It's fish.  It's a fish nobody even eats. 47. - Joey - . Yeah they do. 48. - Fey - . Oh Augie 49. - Joey - . okay... well, Whatever.  But it's a fish who do something no other fish do.  It's like those swallows returning to Capistrano or like those lemmings that throw themselves off the cliffs. 50. - Joey - . There's like mystery here, there's magic.  It's like a little bit of the unexplainable.  I just can't see how you're not interested. 51. - Fey - . I'm just not. 52. - Joey - . For real? 53. - Fey - . Yeah. 54. - Joey - . God, I don't get it.  you know the first time we came here, you said it was the best night of your life? 55. - Joey - . And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car. 56. - Fey - . Last time, you'll also remember, we got our shoes wet, I got sand in my panties, you got a sore throat and we got into a big fight and we did not see the grunions. 57. - Joey - . Ahh...we weren't in a good spot. 58. - Fey - . Hmm.  We didn't see them the year before either. 59. - Joey - . We just weren't in a good spot.  I'm telling you, this is a much better spot.  I have instincts for these things. 60. - Joey - . Look there, see?  What's that?  No, that's - that's just seaweed. 61. - Joey - . God, this is great.  Think about this.  I know you are not interested, but just think about this. 62. - Joey - . Right now out there, there is this mass of silver fish and it's heading this way.  No one sent them an invitation, no one told them, no one even gave them a map. 63. - Joey - . Just all at once, they turned and they formed this line as long as the California coast.  And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming. 64. - Joey - . They are swimming right now.  They are swimming as if that is the only thing that matters to them. 65. - Joey - . It's single mindedness with no mind.  It is urgency that is just pure urge. 66. - Joey - . And they are swimming right now to this very point where we stand for this huge celebration of sex and death. 67. - Joey - . Oh look.  I'm giving myself goose bumps, my hairs are standing up on my arm. 68. - Fey - . That's the wind. 69. - Joey - . So what do you think? 70. - Fey - . About what? 71. - Joey - . About all of that, about all I was talking about.|",
33,`[5]`
"    - ""There is no point",""" → **Statement Non Opinion (5)**"
