Text,DS_emotion
41,Acknowledge
42,Answer
43,Question
44,Statement Opinion
45,Answer
46,Question
47,Answer
48,Statement Opinion
49,Disagreement
50,Incomplete (Others)
51,Question
52,Answer
53,Statement Opinion
54,Acknowledge
55,Answer
56,Statement Opinion
57,Apology
58,Question
59,Answer
60,Question
61,Answer
62,Acknowledge
63,Question
64,Disagreement
65,Answer
66,Statement Opinion
67,Answer
1,Apology
2,Acknowledge
3,Question
4,Disagreement
5,Question
6,Disagreement
7,Statement Opinion
8,Acknowledge
9,Acknowledge
10,Statement Non Opinion
11,Statement Opinion
12,Backchannel
13,Statement Non Opinion
14,Statement Non Opinion
15,Statement Non Opinion
16,Question
17,Statement Non Opinion
18,Statement Non Opinion
19,Backchannel
20,Statement Opinion
21,Backchannel
22,Statement Opinion
23,Question
24,Question
25,Backchannel
26,Answer
27,Statement Non Opinion
28,Question
29,Question
30,Statement Non Opinion
31,Question
32,Answer
33,Question
34,Answer
35,Statement Non Opinion
36,Statement Non Opinion
37,Statement Non Opinion
38,Backchannel
39,Backchannel
40,Statement Non Opinion
41,Statement Non Opinion
42,Backchannel
43,Statement Non Opinion
44,Question
45,Statement Non Opinion
46,Statement Non Opinion
47,Backchannel
1,Question
2,Answer
3,Agreement
4,Question
5,Statement Non Opinion
6,Statement Opinion
7,Statement Non Opinion
8,Question
9,Acknowledge
10,Statement Non Opinion
11,Statement Opinion
12,Agreement
13,Question
14,Statement Non Opinion
15,Statement Opinion
16,Statement Non Opinion
17,Backchannel
18,Question
19,Statement Non Opinion
20,Backchannel
21,Statement Opinion
22,Statement Non Opinion
23,Question
24,Answer
25,Question
26,Answer
27,Statement Non Opinion
28,Statement Non Opinion
29,Statement Opinion
30,Acknowledge
31,Statement Opinion
32,Statement Non Opinion
33,Statement Opinion
34,Statement Opinion
35,Agreement
36,Command
37,Acknowledge
1,Question
2,Statement Opinion
3,Statement Non Opinion
4,Question
5,Statement Non Opinion
6,Question
7,Statement Non Opinion
8,Question
9,Statement Non Opinion
10,Statement Opinion
11,Agreement
12,Statement Opinion
13,Statement Opinion
14,Question
15,Statement Opinion
16,Question
17,Statement Opinion
18,Question
19,Statement Opinion
20,Question
21,Statement Opinion
22,Statement Opinion
23,Question
24,Statement Opinion
25,Statement Opinion
26,Command
27,Statement Opinion
28,Statement Opinion
29,Question
30,Statement Non Opinion
31,Statement Opinion
32,Statement Non Opinion
33,Statement Opinion
34,Statement Opinion
35,Question
36,Question
37,Statement Opinion
38,Statement Opinion
39,Statement Non Opinion
40,Statement Opinion
41,Statement Opinion
42,Statement Opinion
43,Statement Opinion
44,Statement Opinion
45,Statement Opinion
46,Statement Opinion
47,Statement Opinion
48,Question
49,Statement Non Opinion
50,Question
51,Statement Opinion
52,Command
53,Statement Opinion
54,Statement Opinion
55,Question
56,Statement Non Opinion
57,Statement Opinion
58,Statement Non Opinion
59,Statement Non Opinion
60,Statement Opinion
61,Question
62,Statement Non Opinion
63,Statement Non Opinion
64,Statement Opinion
65,Question
66,Acknowledge
67,Command
68,Statement Opinion
69,Statement Opinion
70,Question
71,Statement Opinion
72,Question
73,Statement Opinion
74,Question
75,Statement Opinion
76,Question
77,Statement Opinion
78,Statement Opinion
79,Question
80,Statement Opinion
81,Statement Opinion
82,Command
83,Statement Opinion
84,Command
85,Command
86,Statement Opinion
87,Question
88,Statement Opinion
89,Statement Opinion
1,- Fey - Why did he invite her here? - Question
2,Why does that bother you? - Question
3,"She's been in New York three and an half years, why all of a sudden? - Question"
4,- Statement Opinion
5,- Statement Opinion
6,"What do you mean? You know he lived next door to the girl his whole life, why wouldn't he want to see her? - Question"
7,- Statement Non Opinion
8,- Statement Opinion
9,How do you know he's even thinking about it? - Question
10,- Statement Opinion
11,- Statement Non Opinion
12,"What is going on here, Joe? - Question"
13,- Command
14,- Statement Opinion
15,- Statement Opinion
16,- Question
17,How do you know why she waited? - Question
18,- Statement Opinion
19,"Hey look, it's a nice day, huh? Why are we arguing? - Question"
20,- Statement Opinion
21,What do you want me to do? What do you want? - Question
22,- Command
23,- Statement Opinion
24,- Acknowledge
25,- Statement Opinion
26,[BREATHING] - Others
27,- Command
28,- Command
29,- Command
30,"What does that mean, me above all? - Question"
31,- Statement Non Opinion
32,- Statement Non Opinion
33,"What have I got to hide? What the hell is the matter with you, Kate? - Question"
1,Statement Opinion
2,Statement Opinion
3,Statement Opinion
4,Statement Non Opinion
5,Statement Opinion
6,Statement Opinion
7,Question
8,Statement Non Opinion
9,Backchannel
10,Statement Non Opinion
11,Question
12,Statement Opinion
13,Statement Opinion
14,Statement Opinion
15,Question
16,Statement Opinion
17,Question
18,Statement Opinion
19,Others
20,Statement Opinion
21,Others
22,Statement Opinion
23,Others
24,Statement Opinion
25,Backchannel
26,Statement Opinion
27,Statement Opinion
28,Question
29,Statement Non Opinion
30,Question
31,Statement Non Opinion
32,Question
33,Statement Non Opinion
34,Question
35,Statement Opinion
36,Command
37,Command
38,Statement Non Opinion
39,Statement Non Opinion
40,Statement Opinion
41,Statement Opinion
42,Disagreement
43,Statement Non Opinion
44,Statement Opinion
45,Question
46,Command
47,Question
48,Statement Non Opinion
49,Question
50,Statement Opinion
51,Command
52,Statement Non Opinion
53,Statement Opinion
54,Statement Non Opinion
55,Acknowledge
56,Statement Non Opinion
57,Question
58,Statement Non Opinion
59,Backchannel
60,Statement Opinion
61,Statement Non Opinion
62,Statement Opinion
63,Statement Opinion
64,Backchannel
65,Statement Opinion
66,Statement Opinion
67,Statement Non Opinion
68,Statement Opinion
69,Statement Opinion
70,Question
71,Statement Non Opinion
72,Statement Opinion
73,Statement Opinion
74,Statement Opinion
75,Question
1,Question
2,Statement Opinion
3,Answer
4,Question
5,Statement Non Opinion
6,Others
7,Statement Opinion
8,Statement Non Opinion
9,Question
10,Statement Opinion
11,Question
12,Statement Non Opinion
13,Statement Non Opinion
14,Question
15,Statement Non Opinion
16,Acknowledge
17,Statement Opinion
18,Disagreement
19,Question
20,Agreement
21,Statement Opinion
22,Question
23,Answer
24,Question
25,Statement Opinion
26,Statement Opinion
27,Others
28,Statement Opinion
29,Statement Non Opinion
30,Question
31,Command
32,Question
33,Statement Non Opinion
34,Acknowledge
35,Statement Non Opinion
36,Agreement
37,Command
38,Disagreement
39,Statement Opinion
40,Question
41,Statement Opinion
42,Statement Opinion
43,Question
44,Statement Opinion
45,Statement Opinion
46,Statement Opinion
47,Disagreement
48,Others
49,Statement Opinion
50,Statement Opinion
51,Statement Opinion
52,Question
53,Answer
54,Question
55,Statement Opinion
56,Statement Non Opinion
57,Statement Non Opinion
58,Statement Non Opinion
59,Statement Opinion
60,Statement Non Opinion
61,Statement Opinion
62,Statement Opinion
63,Statement Opinion
64,Statement Opinion
65,Statement Opinion
66,Statement Opinion
67,Statement Non Opinion
68,Statement Non Opinion
69,Question
70,Question
71,Question
1,Statement Non Opinion
2,Statement Non Opinion
3,Question
4,Question
5,Statement Non Opinion
6,Statement Opinion
7,Disagreement
8,Statement Opinion
9,Statement Non Opinion
10,Statement Opinion
11,Question
12,Apology
13,Question
14,Disagreement
15,Question
16,Statement Opinion
17,Statement Non Opinion
18,Command
19,Question
20,Statement Opinion
21,Statement Non Opinion
22,Statement Opinion
23,Statement Opinion
24,Disagreement
25,Statement Opinion
26,Statement Non Opinion
27,Statement Opinion
28,Acknowledge
29,Statement Opinion
30,Statement Opinion
31,Statement Opinion
32,Disagreement
33,Statement Non Opinion
34,Statement Non Opinion
35,Statement Non Opinion
36,Question
37,Statement Non Opinion
38,Statement Opinion
39,Statement Non Opinion
40,Statement Non Opinion
41,Statement Non Opinion
42,Statement Non Opinion
43,Question
44,Statement Opinion
45,Acknowledge
46,Question
47,Disagreement
48,Question
49,Disagreement
50,Question
51,Disagreement
52,Question
53,Question
54,Disagreement
55,Question
56,Question
57,Disagreement
58,Question
59,Statement Opinion
60,Statement Opinion
61,Others
62,Statement Opinion
63,Statement Non Opinion
64,Disagreement
65,Agreement
66,Statement Opinion
67,Agreement
68,Statement Opinion
69,Others
70,Question
71,Statement Non Opinion
72,Acknowledge
73,Statement Opinion
74,Statement Opinion
75,Disagreement
76,Statement Opinion
77,Statement Opinion
78,Question
79,Agreement
80,Statement Non Opinion
81,Statement Opinion
82,Disagreement
83,Statement Opinion
84,Statement Opinion
85,Statement Non Opinion
86,Statement Opinion
87,Others
88,Statement Non Opinion
89,Statement Non Opinion
90,Statement Non Opinion
91,Statement Non Opinion
92,Others
93,Question
94,Statement Opinion
95,Apology
96,Statement Non Opinion
97,Statement Non Opinion
98,Agreement
1,- **Statement Non Opinion**
2,Is it them? - **Question**
3,- **Statement Opinion**
4,- **Statement Opinion**
5,- **Statement Opinion**
6,What are we going to do? - **Statement Opinion** and **Question**
7,[BREATHING] - **Others**
8,"We are okay, aren't we darling? - **Question**"
9,- **Statement Opinion**
10,- **Statement Opinion**
11,- **Statement Opinion**
12,"Hello? Hello? I'm sorry, what's that? - **Greeting** and **Question**"
13,[LAUGHTER] - **Answer** and **Statement Non Opinion**
14,- **Statement Opinion**
15,[LAUGHTER] - **Question**
16,- **Statement Opinion**
17,- **Statement Opinion**
18,- **Statement Opinion**
19,Do they? - **Statement Opinion** and **Question**
20,- **Statement Opinion**
21,- **Disagreement**
22,- **Statement Opinion**
23,What? This beautiful and sacred thing - love? - **Question**
24,- **Statement Opinion**
25,"Dear God, what does it all mean? - **Question**"
26,- **Command** and **Statement Opinion**
27,- **Disagreement** and **Statement Opinion**
28,Who's they? - **Question**
29,- **Statement Opinion**
30,- **Statement Opinion**
31,- **Statement Opinion**
32,- **Agreement** and **Statement Opinion**
33,"How long with it last, this ludicrous overbearing love of ours? - **Question**"
34,Who knows? - **Question**
35,Shall we always want to bicker and fight? - **Question**
36,- **Statement Opinion**
37,"Oh dear, should we like that? - **Question**"
38,- **Statement Opinion**
39,What happens if one of us dies? Does the other one still laugh? - **Question**
40,- **Answer**
41,"Well that's serious enough, isn't it? - **Statement Opinion** and **Question**"
42,- **Disagreement** and **Statement Opinion**
43,- **Disagreement**
44,- **Statement Opinion**
45,- **Command** and **Statement Opinion**
46,[LAUGHTER] - **Others**
47,- **Command**
48,- **Statement Non Opinion**
49,- **Statement Opinion**
50,- **Statement Opinion**
51,Do you remember that awful scene we had in Venice? - **Question**
52,Which particular one? - **Question**
53,- **Statement Non Opinion**
54,- **Statement Opinion**
55,[GARBAGE] - **Others**
56,- **Statement Opinion**
57,- **Statement Opinion**
58,How long did that row last? - **Question**
59,- **Answer**
60,- **Acknowledge**
61,- **Statement Non Opinion**
62,- **Statement Non Opinion**
63,"That was a rouser, wasn't it? - **Question**"
64,- **Statement Non Opinion**
65,- **Statement Non Opinion**
66,- **Statement Non Opinion** and **Statement Opinion**
67,[LAUGHTER] - **Statement Opinion**
68,- **Statement Non Opinion**
69,- **Statement Opinion**
70,- **Statement Opinion**
71,- **Statement Opinion**
1,Statement Non Opinion
2,Statement Non Opinion
3,Statement Opinion
4,Acknowledge
5,Disagreement
6,Statement Non Opinion
7,Statement Opinion
8,Disagreement
9,Statement Opinion
10,Disagreement
11,Question
12,Question
13,Question
14,Statement Opinion
15,Question
16,Statement Opinion
17,Statement Opinion
18,Statement Opinion
19,Agreement
20,Answer
21,Statement Non Opinion
22,Statement Opinion
23,Statement Opinion
24,Statement Opinion
25,Disagreement
26,Statement Opinion
27,Disagreement
28,Command
29,Statement Non Opinion
30,Question
31,Statement Non Opinion
32,Question
33,Statement Opinion
34,Statement Opinion
35,Statement Opinion
36,Agreement
37,Disagreement
38,Agreement
39,Command
40,Statement Opinion
41,Statement Opinion
42,Statement Opinion
43,Disagreement
44,Disagreement
45,Disagreement
46,Question
47,Answer
48,Statement Opinion
49,Command
50,Statement Opinion
51,Disagreement
52,Statement Opinion
53,Statement Opinion
54,Disagreement
55,Statement Opinion
56,Command
57,Command
58,Statement Opinion
59,Agreement
60,Command
61,Question
62,Statement Non Opinion
63,Statement Opinion
64,Statement Non Opinion
65,Statement Opinion
66,Command
67,Statement Non Opinion
68,Statement Opinion
69,Command
70,Statement Opinion
71,Command
72,Disagreement
73,Command
74,Statement Opinion
75,Command
76,Statement Opinion
77,Statement Opinion
78,Statement Non Opinion
79,Statement Non Opinion
80,Statement Non Opinion
81,Disagreement
82,Statement Opinion
1,Command
2,Acknowledge
3,Statement Non Opinion
4,Statement Non Opinion
5,Question
6,Statement Non Opinion
7,Answer
8,Statement Opinion
9,Backchannel
10,Question
11,Answer
12,Question
13,Answer
14,Command
15,Answer
16,Command
17,Statement Opinion
18,Backchannel
19,Statement Non Opinion
20,Question
21,Answer
22,Question
23,Answer
24,Question
25,Statement Non Opinion
26,Answer
27,Statement Opinion
28,Answer
29,Greeting
30,Greeting
31,Question
32,Statement Non Opinion
33,Backchannel
34,Answer
35,Acknowledge
36,Statement Non Opinion
37,Question
38,Answer
39,Question
40,Question
41,Command
42,Question
43,Command
44,Acknowledge
45,Question
46,Statement Opinion
47,Answer
48,Command
49,Statement Non Opinion
50,Command
51,Statement Non Opinion
52,Statement Non Opinion
53,Acknowledge
54,Command
55,Statement Opinion
56,Question
57,Question
58,Question
59,Backchannel
60,Statement Opinion
61,Answer
62,Statement Opinion
63,Statement Opinion
64,Statement Opinion
65,Command
1,Greeting
2,Question
3,Statement Non Opinion
4,Statement Non Opinion
5,Question
6,Answer
7,Question
8,Question
9,Statement Non Opinion
10,Question
11,Statement Non Opinion
12,Statement Non Opinion
13,Statement Opinion
14,Statement Opinion
15,Others
16,Statement Opinion
17,Statement Opinion
18,Statement Non Opinion
19,Others
20,Statement Non Opinion
21,Statement Opinion
22,Statement Opinion
23,Statement Opinion
24,Question
25,Statement Non Opinion
26,Statement Opinion
27,Statement Opinion
28,Statement Opinion
29,Statement Opinion
30,Question
31,Statement Opinion
32,Statement Opinion
33,Question
34,Command
35,Agreement
36,Acknowledge
37,Statement Opinion
38,Statement Opinion
39,Statement Opinion
40,Question
41,Statement Opinion
42,Statement Opinion
43,Others
44,Statement Opinion
45,Command
46,Statement Non Opinion
47,Statement Opinion
48,Statement Opinion
1,Statement Opinion
2,Question
3,Statement Non Opinion
4,Backchannel
5,Backchannel
6,Question
7,Statement Non Opinion
8,Question
9,Statement Non Opinion
10,Statement Opinion
11,Statement Opinion
12,Statement Opinion
13,Statement Non Opinion
14,Backchannel
15,Question
16,Statement Non Opinion
17,Statement Opinion
18,Backchannel
19,Statement Opinion
20,Statement Opinion
21,Question
22,Statement Opinion
23,Backchannel
24,Statement Opinion
25,Question
26,Statement Opinion
27,Agreement
28,Statement Opinion
29,Backchannel
30,Agreement
31,Statement Opinion
32,Agreement
33,Backchannel
34,Question
35,Backchannel
36,Statement Opinion
37,Agreement
38,Backchannel
39,Question
40,Statement Opinion
41,Agreement
42,Statement Opinion
43,Statement Opinion
44,Agreement
45,Statement Opinion
46,Statement Opinion
47,Statement Opinion
48,Statement Opinion
49,Statement Opinion
50,Statement Opinion
51,Question
52,Agreement
53,Backchannel
1,Statement Opinion
2,Statement Non Opinion
3,Question
4,Statement Non Opinion
5,Statement Opinion
6,Question
7,Statement Non Opinion
8,Statement Opinion
9,Statement Opinion
10,Statement Opinion
11,Statement Non Opinion
12,Question
13,Question
14,Statement Opinion
15,Question
16,Statement Opinion
17,Question
18,Statement Non Opinion
19,Acknowledge
20,Statement Opinion
21,Statement Opinion
22,Statement Opinion
23,Question
24,Statement Opinion
25,Acknowledge
26,Question
27,Statement Non Opinion
28,Question
29,Statement Opinion
30,Command
31,Statement Opinion
32,Statement Opinion
33,Statement Opinion
34,Question
35,Statement Non Opinion
36,Command
37,Statement Non Opinion
38,Statement Opinion
39,Statement Opinion
40,Statement Opinion
41,Statement Opinion
42,Statement Opinion
43,Acknowledge
44,Statement Opinion
45,Others
46,Statement Opinion
47,Statement Non Opinion
48,Others
49,Others
50,Statement Opinion
51,Question
52,Statement Non Opinion
1,Question
2,Answer
3,Statement Non Opinion
4,Statement Opinion
5,Question
6,Answer
7,Question
8,Statement Opinion
9,Statement Non Opinion
10,Statement Non Opinion
11,Statement Non Opinion
12,Question
13,Command
14,Statement Non Opinion
15,Statement Opinion
16,Statement Non Opinion
17,Statement Non Opinion
18,Statement Opinion
19,Statement Non Opinion
20,Statement Non Opinion
21,Statement Non Opinion
22,Statement Non Opinion
23,Statement Non Opinion
24,Statement Non Opinion
25,Statement Non Opinion
26,Question
27,Statement Opinion
28,Disagreement
29,Statement Non Opinion
30,Apology
31,Statement Opinion
32,Statement Non Opinion
33,Statement Non Opinion
34,Statement Opinion
35,Apology
36,Acknowledge
37,Statement Non Opinion
38,Statement Non Opinion
39,Question
40,Answer
41,Statement Non Opinion
42,Answer
43,Question
44,Statement Non Opinion
45,Question
46,Answer
47,Statement Non Opinion
48,Statement Opinion
49,Question
50,Question
51,Statement Non Opinion
52,Statement Opinion
53,Statement Opinion
54,Statement Opinion
55,Statement Opinion
56,Statement Opinion
57,Command
58,Statement Opinion
59,Disagreement
60,Disagreement
61,Statement Opinion
62,Statement Non Opinion
63,Statement Opinion
64,Statement Opinion
65,Statement Opinion
66,Statement Opinion
67,Statement Opinion
68,Command
69,Others
70,Acknowledge
1,Question
2,Answer
3,Statement Opinion
4,Question
5,Question
6,Backchannel
7,Statement Opinion
8,Statement Non Opinion
9,Statement Opinion
10,Statement Opinion
11,Apology
12,Statement Opinion
13,Question
14,Acknowledge
15,Statement Opinion
16,Question
17,Answer
18,Statement Non Opinion
19,Question
20,Statement Opinion
21,Question
22,Question
23,Statement Opinion
24,Statement Opinion
25,Acknowledge
26,Statement Opinion
27,Backchannel
28,Statement Opinion
29,Backchannel
30,Statement Opinion
31,Agreement
32,Statement Opinion
33,Backchannel
34,Others
35,Backchannel
36,Statement Non Opinion
37,Statement Opinion
38,Statement Opinion
39,Statement Opinion
40,Statement Opinion
41,Question
42,Agreement
43,Statement Opinion
44,Statement Opinion
45,Backchannel
46,Statement Opinion
47,Backchannel
48,Statement Opinion
49,Backchannel
50,Question
51,Backchannel
52,Answer
53,Statement Opinion
54,Agreement
55,Statement Opinion
56,Agreement
57,Statement Opinion
58,Backchannel
59,Statement Opinion
60,Question
1,**Command**
2,**Backchannel**
3,**Statement Opinion**
4,**Question**
5,**Statement Opinion**
6,**Statement Non Opinion**
7,**Backchannel**
8,**Statement Non Opinion**
9,**Statement Opinion**
10,**Question**
11,**Statement Opinion**
12,**Statement Opinion**
13,**Statement Opinion**
14,**Question**
15,**Statement Non Opinion**
16,**Command**
17,**Statement Opinion**
18,**Acknowledge**
19,**Statement Opinion**
20,**Backchannel**
21,**Statement Opinion**
22,**Question**
23,**Statement Opinion**
24,**Statement Non Opinion**
25,**Question**
26,**Statement Opinion**
27,**Statement Non Opinion**
28,**Question**
29,**Statement Opinion**
30,**Statement Opinion**
31,**Question**
32,**Question**
33,**Statement Opinion**
34,**Statement Non Opinion**
35,**Statement Opinion**
36,**Statement Opinion**
37,**Statement Opinion**
38,**Question**
39,**Statement Non Opinion**
40,**Statement Opinion**
41,**Question**
42,**Statement Non Opinion**
43,**Statement Opinion**
44,**Statement Opinion**
45,**Statement Opinion**
46,**Statement Opinion**
47,**Statement Opinion**
48,**Question**
49,**Statement Opinion**
50,**Statement Opinion**
51,**Statement Opinion**
52,**Statement Opinion**
53,**Statement Opinion**
54,**Statement Opinion**
55,**Question**
56,**Statement Non Opinion**
57,**Question**
58,**Statement Non Opinion**
59,**Statement Non Opinion**
60,**Backchannel**
61,**Statement Opinion**
62,**Statement Opinion**
63,**Backchannel**
64,**Statement Non Opinion**
65,**Question**
66,**Acknowledge**
67,**Statement Opinion**
68,**Statement Non Opinion**
69,**Statement Non Opinion**
1,Question
2,Statement Non Opinion
3,Question
4,Statement Non Opinion
5,Statement Opinion
6,Statement Non Opinion
7,Question
8,Statement Non Opinion
9,Question
10,Statement Non Opinion
11,Question
12,Statement Non Opinion
13,Others
14,Question
15,Statement Non Opinion
16,Statement Opinion
17,Agreement
18,Question
19,Statement Opinion
20,Question
21,Statement Opinion
22,Question
23,Statement Opinion
24,Question
25,Statement Opinion
26,Statement Opinion
27,Statement Opinion
28,Question
29,Statement Opinion
30,Statement Opinion
31,Command
32,Statement Opinion
33,Question
34,Question
35,Statement Non Opinion
36,Question
37,Statement Non Opinion
38,Statement Opinion
39,Statement Opinion
40,Question
41,Question
42,Statement Opinion
43,Statement Opinion
44,Statement Non Opinion
45,Apology
46,Statement Opinion
47,Statement Opinion
48,Statement Opinion
49,Statement Opinion
50,Statement Opinion
51,Question
52,Statement Non Opinion
53,Question
54,Statement Opinion
55,Statement Opinion
56,Statement Opinion
57,Statement Opinion
58,Statement Opinion
59,Statement Opinion
60,Statement Opinion
61,Statement Opinion
62,Statement Opinion
63,Acknowledge
64,Command
65,Statement Opinion
66,Statement Opinion
67,Question
68,Statement Opinion
69,Question
70,Statement Opinion
71,Question
72,Statement Opinion
73,Statement Opinion
74,Statement Opinion
75,Statement Opinion
76,Question
77,Statement Opinion
78,Statement Opinion
79,Command
80,Statement Opinion
81,Acknowledge
82,Command
83,Statement Opinion
84,Statement Opinion
85,Question
86,Statement Opinion
87,Acknowledge
1,Question
2,Answer
3,Question
4,Answer
5,Command
6,Statement Opinion
7,Question
8,Statement Opinion
9,Question
10,Question
11,Command
12,Statement Opinion
13,Command
14,Statement Opinion
15,Question
16,Statement Opinion
17,Question
18,Statement Opinion
19,Question
20,Command
21,Acknowledge
22,Statement Opinion
23,Others
24,Statement Opinion
25,Command
26,Statement Opinion
27,Command
28,Command
29,Statement Opinion
30,Question
31,Statement Non Opinion
32,Statement Non Opinion
33,Question
1,Statement Opinion
2,Agreement
3,Statement Opinion
4,Statement Opinion
5,Question
6,Answer
7,Question
8,Statement Non Opinion
9,Backchannel
10,Acknowledge
11,Question
12,Statement Opinion
13,Statement Non Opinion
14,Statement Opinion
15,Question
16,Statement Opinion
17,Backchannel
18,Question
19,Answer
20,Statement Opinion
21,Statement Opinion
22,Apology
23,Acknowledge
24,Apology
25,Statement Opinion
26,Question
27,Statement Non Opinion
28,Question
29,Answer
30,Question
31,Answer
32,Question
33,Answer
34,Command
35,Statement Non Opinion
36,Statement Opinion
37,Statement Non Opinion
38,Statement Opinion
39,Question
40,Command
41,Question
42,Answer
43,Question
44,Statement Opinion
45,Command
46,Answer
47,Statement Opinion
48,Statement Opinion
49,Question
50,Answer
51,Statement Non Opinion
52,Question
53,Answer
54,Acknowledge
55,Statement Opinion
56,Statement Non Opinion
57,Statement Non Opinion
58,Statement Opinion
59,Statement Opinion
60,Statement Opinion
61,Statement Opinion
62,Statement Non Opinion
63,Statement Opinion
64,Statement Opinion
65,Statement Opinion
66,Statement Opinion
67,Statement Opinion
68,Question
69,Statement Opinion
70,Statement Opinion
71,Statement Opinion
72,Statement Opinion
73,Acknowledge
74,Statement Opinion
75,Question
1,"Question, Statement Opinion"
2,"Statement Non Opinion, Question, Question, Question, Question, Question, Acknowledge"
3,Answer
4,"Command, Question, Question"
5,Statement Non Opinion
6,Backchannel
7,"Statement Opinion, Question"
8,"Statement Opinion, Statement Opinion, Question"
9,"Statement Non Opinion, Question"
10,Question
11,"Answer, Question"
12,Disagreement
13,Question
14,Answer
15,Acknowledge
16,Question
17,Agreement
18,Statement Non Opinion
19,"Statement Non Opinion, Question, Question"
20,Answer
21,"Question, Question, Question, Offer"
22,Answer
23,Statement Non Opinion
24,"Question, Question, Question"
25,Answer
26,Statement Opinion
27,Statement Non Opinion
28,Question
29,Question
30,Statement Non Opinion
31,Statement Non Opinion
32,Offer
33,Command
34,"Question, Statement Non Opinion, Question"
35,Statement Non Opinion
36,Acknowledge
37,Statement Non Opinion
38,Agreement
39,Command
